AuditID,RouteID,FamilyID,GridIndex,z_grid,DepthZone,SignStable,WhitenedTarget,K1Whitened,K2LockedWhitened,FamilyBackreactionWhitened,FamilyChi2Contribution,K1Chi2Contribution,K2Chi2Contribution,DeltaChi2_K2_minus_Family_Row,DeltaChi2_K2_minus_K1_Row,DominanceClass,K2BeatsFamilyRow,K2BeatsK1Row,FamilyBeatsK2Row,SignMatchesTarget,SignMatchesK2,MeasurementValidationAllowed,ClaimBoundary
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_BEST_SCORE_Q20,0,0.51,low_depth,True,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,0.9835626227871918,13.905395590281893,6.999237284872162,7.106165200198707,-6.799230390083186,0.106927915326545,K1_LOWEST_ROW_CHI2,True,False,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_BEST_SCORE_Q20,1,0.7375,low_depth,True,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,0.9722736235348606,10.724422958720092,4.707958942975008,4.397494636730497,-6.3269283219895955,-0.31046430624451116,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_BEST_SCORE_Q20,2,0.965,mid_depth,True,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,0.9414382815088722,3.0377744246913054,0.5768645486727744,0.5460526776332517,-2.4917217470580537,-0.030811871039522654,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_BEST_SCORE_Q20,3,1.1925,mid_depth,False,0.173576508880147,0.0124813409147406,0.042579236107518,0.8576979173655241,0.46802210154801627,0.025951653141802502,0.017160285473866572,-0.4508618160741497,-0.00879136766793593,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_BEST_SCORE_Q20,4,1.42,mid_depth,True,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,0.5186064005156101,1.3544195019018872,0.3369085003799014,0.3240484496882305,-1.0303710522136567,-0.012860050691670899,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_BEST_SCORE_Q20,5,1.6475,high_depth,True,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,0.5626456710120075,0.891253505601065,0.11299801197747789,0.06402694842336394,-0.827226557177701,-0.048971063554113944,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_BEST_SCORE_Q20,6,1.875,high_depth,False,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,0.5718726783478234,3.8482318011595167,1.374412504364811,0.2502266125359977,-3.598005188623519,-1.1241858918288132,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_BEST_SCORE_Q20,8,2.33,high_depth,False,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,0.7592064326534205,3.956283118678015,1.2838298911539252,0.5100999755984533,-3.4461831430795615,-0.7737299155554719,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_SMOOTH_D_Q20,0,0.51,low_depth,True,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,1.1475775853912542,15.155518092055056,6.999237284872162,7.106165200198707,-8.049352891856348,0.106927915326545,K1_LOWEST_ROW_CHI2,True,False,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_SMOOTH_D_Q20,1,0.7375,low_depth,True,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,1.1223091539016647,11.729611273085414,4.707958942975008,4.397494636730497,-7.332116636354917,-0.31046430624451116,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
