AuditID,RouteID,FamilyID,GridIndex,z_grid,DepthZone,SignStable,WhitenedTarget,K1Whitened,K2LockedWhitened,FamilyBackreactionWhitened,FamilyChi2Contribution,K1Chi2Contribution,K2Chi2Contribution,DeltaChi2_K2_minus_Family_Row,DeltaChi2_K2_minus_K1_Row,DominanceClass,K2BeatsFamilyRow,K2BeatsK1Row,FamilyBeatsK2Row,SignMatchesTarget,SignMatchesK2,MeasurementValidationAllowed,ClaimBoundary
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_SMOOTH_D_Q20,2,0.965,mid_depth,True,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,1.0766762986507137,3.5274821691617553,0.5768645486727744,0.5460526776332517,-2.9814294915285036,-0.030811871039522654,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_SMOOTH_D_Q20,3,1.1925,mid_depth,False,0.173576508880147,0.0124813409147406,0.042579236107518,1.0060579103392715,0.6930252837753481,0.025951653141802502,0.017160285473866572,-0.6758649983014815,-0.00879136766793593,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_SMOOTH_D_Q20,4,1.42,mid_depth,True,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,0.622667382300062,1.6074595530031386,0.3369085003799014,0.3240484496882305,-1.283411103314908,-0.012860050691670899,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_SMOOTH_D_Q20,5,1.6475,high_depth,True,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,0.6558926508090268,1.076010409352951,0.11299801197747789,0.06402694842336394,-1.011983460929587,-0.048971063554113944,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_SMOOTH_D_Q20,6,1.875,high_depth,False,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,0.6516754975277593,4.167697244446418,1.374412504364811,0.2502266125359977,-3.9174706319104207,-1.1241858918288132,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_SMOOTH_D_Q20,8,2.33,high_depth,False,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,0.8537411428082385,4.341286712319269,1.2838298911539252,0.5100999755984533,-3.8311867367208152,-0.7737299155554719,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_LOW_COMPLEXITY_TERCILE,0,0.51,low_depth,True,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,0.8668210478309553,13.048366941197619,6.999237284872162,7.106165200198707,-5.942201740998912,0.106927915326545,K1_LOWEST_ROW_CHI2,True,False,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_LOW_COMPLEXITY_TERCILE,1,0.7375,low_depth,True,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,0.8822136842401194,10.142674205126829,4.707958942975008,4.397494636730497,-5.745179568396332,-0.31046430624451116,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_LOW_COMPLEXITY_TERCILE,2,0.965,mid_depth,True,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,0.8561781748718171,2.7478404100917486,0.5768645486727744,0.5460526776332517,-2.201787732458497,-0.030811871039522654,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_LOW_COMPLEXITY_TERCILE,3,1.1925,mid_depth,False,0.173576508880147,0.0124813409147406,0.042579236107518,0.7865724308943576,0.3757640004060522,0.025951653141802502,0.017160285473866572,-0.3586037149321856,-0.00879136766793593,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_LOW_COMPLEXITY_TERCILE,4,1.42,mid_depth,True,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,0.4758283634378607,1.2566797053106868,0.3369085003799014,0.3240484496882305,-0.9326312556224563,-0.012860050691670899,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_LOW_COMPLEXITY_TERCILE,5,1.6475,high_depth,True,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,0.5241953620335988,0.8201329625169992,0.11299801197747789,0.06402694842336394,-0.7561060140936352,-0.048971063554113944,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_LOW_COMPLEXITY_TERCILE,6,1.875,high_depth,False,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,0.5399842112678966,3.72413803413973,1.374412504364811,0.2502266125359977,-3.4739114216037326,-1.1241858918288132,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_LOW_COMPLEXITY_TERCILE,8,2.33,high_depth,False,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,0.7228009641348613,3.8127845557561475,1.2838298911539252,0.5100999755984533,-3.302684580157694,-0.7737299155554719,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_MID_COMPLEXITY_TERCILE,0,0.51,low_depth,True,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,1.375556376980389,16.982539338892256,6.999237284872162,7.106165200198707,-9.87637413869355,0.106927915326545,K1_LOWEST_ROW_CHI2,True,False,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_MID_COMPLEXITY_TERCILE,1,0.7375,low_depth,True,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,1.2784779565607494,12.823710042592333,4.707958942975008,4.397494636730497,-8.426215405861836,-0.31046430624451116,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_MID_COMPLEXITY_TERCILE,2,0.965,mid_depth,True,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,1.2179807285536142,4.078233555308437,0.5768645486727744,0.5460526776332517,-3.532180877675185,-0.030811871039522654,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_MID_COMPLEXITY_TERCILE,3,1.1925,mid_depth,False,0.173576508880147,0.0124813409147406,0.042579236107518,1.0819031504107997,0.8250572877143548,0.025951653141802502,0.017160285473866572,-0.8078970022404882,-0.00879136766793593,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_MID_COMPLEXITY_TERCILE,4,1.42,mid_depth,True,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,0.6495332499607037,1.6763054460434972,0.3369085003799014,0.3240484496882305,-1.3522569963552666,-0.012860050691670899,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_MID_COMPLEXITY_TERCILE,5,1.6475,high_depth,True,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,0.6782784831736336,1.1229535952775829,0.11299801197747789,0.06402694842336394,-1.058926646854219,-0.048971063554113944,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_MID_COMPLEXITY_TERCILE,6,1.875,high_depth,False,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,0.6674624626471064,4.232404457927596,1.374412504364811,0.2502266125359977,-3.9821778453915986,-1.1241858918288132,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_MID_COMPLEXITY_TERCILE,8,2.33,high_depth,False,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,0.8686641273704747,4.403695736741218,1.2838298911539252,0.5100999755984533,-3.8935957611427647,-0.7737299155554719,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_HIGH_COMPLEXITY_TERCILE,0,0.51,low_depth,True,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,1.3576909206831522,16.835611863343427,6.999237284872162,7.106165200198707,-9.72944666314472,0.106927915326545,K1_LOWEST_ROW_CHI2,True,False,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_HIGH_COMPLEXITY_TERCILE,1,0.7375,low_depth,True,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,1.2601516242080697,12.692791941993184,4.707958942975008,4.397494636730497,-8.295297305262686,-0.31046430624451116,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_HIGH_COMPLEXITY_TERCILE,2,0.965,mid_depth,True,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,1.2037242637599324,4.020855976381458,0.5768645486727744,0.5460526776332517,-3.4748032987482067,-0.030811871039522654,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_HIGH_COMPLEXITY_TERCILE,3,1.1925,mid_depth,False,0.173576508880147,0.0124813409147406,0.042579236107518,1.0653590773586257,0.7952761494420726,0.025951653141802502,0.017160285473866572,-0.778115863968206,-0.00879136766793593,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_HIGH_COMPLEXITY_TERCILE,4,1.42,mid_depth,True,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,0.6376979924073263,1.6457987791510928,0.3369085003799014,0.3240484496882305,-1.3217503294628623,-0.012860050691670899,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_HIGH_COMPLEXITY_TERCILE,5,1.6475,high_depth,True,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,0.6677290452965263,1.100706511756802,0.11299801197747789,0.06402694842336394,-1.036679563333438,-0.048971063554113944,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_HIGH_COMPLEXITY_TERCILE,6,1.875,high_depth,False,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,0.6583331093140437,4.194924515617848,1.374412504364811,0.2502266125359977,-3.9446979030818508,-1.1241858918288132,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,LOCAL_HIGH_COMPLEXITY_TERCILE,8,2.33,high_depth,False,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,0.8576488589458119,4.357586025490236,1.2838298911539252,0.5100999755984533,-3.8474860498917827,-0.7737299155554719,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_BEST_SCORE_Q20,0,0.51,low_depth,True,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,0.9684331063813918,14.690100515513137,7.586557018531035,7.541187443016962,-7.148913072496176,-0.04536957551407372,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_BEST_SCORE_Q20,1,0.7375,low_depth,True,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,0.8628862655717866,10.101599449051038,4.80289017631987,4.63497483009159,-5.4666246189594485,-0.16791534622828053,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_BEST_SCORE_Q20,2,0.965,mid_depth,True,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,0.8262562634828804,1.5901809736810573,0.16889353989015957,0.16471513518064557,-1.4254658385004118,-0.004178404709514,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_BEST_SCORE_Q20,3,1.1925,mid_depth,False,0.3719064209126854,0.0245985912554874,0.0677155766598442,0.7897160866068828,0.17456491674749697,0.12062272854119324,0.09253206972725626,-0.0820328470202407,-0.028090658813936978,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_BEST_SCORE_Q20,4,1.42,mid_depth,True,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,0.7149528694144335,2.556015411918281,0.5962764291826488,0.3545976032973697,-2.2014178086209113,-0.24167882588527906,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_BEST_SCORE_Q20,5,1.6475,high_depth,True,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,0.7302794868029341,2.0920942452161624,0.3840100734675443,0.16651809871593717,-1.9255761465002252,-0.21749197475160711,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_BEST_SCORE_Q20,6,1.875,high_depth,False,-1.4928698749648674,-0.2204551424591881,-0.8472454406784786,0.7398245434992192,4.984924366240687,1.6190392514974996,0.4168309101476196,-4.5680934560930675,-1.20220834134988,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_BEST_SCORE_Q20,8,2.33,high_depth,False,-1.2541943177607862,-0.0938815043279612,-0.5002936897465631,0.7599231317048459,4.056669100241942,1.3463258250163974,0.56836615692024,-3.488302943321702,-0.7779596680961575,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_SMOOTH_D_Q20,0,0.51,low_depth,True,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,1.12893526850499,15.946196141530843,7.586557018531035,7.541187443016962,-8.405008698513882,-0.04536957551407372,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_SMOOTH_D_Q20,1,0.7375,low_depth,True,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,0.9962287890219024,10.966985121260779,4.80289017631987,4.63497483009159,-6.332010291169189,-0.16791534622828053,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_SMOOTH_D_Q20,2,0.965,mid_depth,True,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,0.9439309524018186,1.9008094681508476,0.16889353989015957,0.16471513518064557,-1.736094332970202,-0.004178404709514,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_SMOOTH_D_Q20,3,1.1925,mid_depth,False,0.3719064209126854,0.0245985912554874,0.0677155766598442,0.9269568782758252,0.3080810102190307,0.12062272854119324,0.09253206972725626,-0.21554894049177448,-0.028090658813936978,K2_LOWEST_ROW_CHI2,True,True,False,True,True,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_SMOOTH_D_Q20,4,1.42,mid_depth,True,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,0.8460603487989639,2.9924218841380905,0.5962764291826488,0.3545976032973697,-2.6378242808407206,-0.24167882588527906,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_SMOOTH_D_Q20,5,1.6475,high_depth,True,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,0.8524219996370327,2.4603486972281905,0.3840100734675443,0.16651809871593717,-2.2938305985122533,-0.21749197475160711,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_SMOOTH_D_Q20,6,1.875,high_depth,False,-1.4928698749648674,-0.2204551424591881,-0.8472454406784786,0.853379763781834,5.504887367319028,1.6190392514974996,0.4168309101476196,-5.088056457171408,-1.20220834134988,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
SOURCE_NATIVE_REPRODUCTION_FAMILY_BRIDGE_ROW_V1,REGISTERED_SHRINKAGE_WHITENED,LOCAL_SMOOTH_D_Q20,8,2.33,high_depth,False,-1.2541943177607862,-0.0938815043279612,-0.5002936897465631,0.8552360647060108,4.449696538474018,1.3463258250163974,0.56836615692024,-3.8813303815537776,-0.7779596680961575,K2_LOWEST_ROW_CHI2,True,True,False,False,False,False,source_native_reproduction_family_dominance_no_measurement_validation
