Dataset,MappingID,ModelID,z,x,target_median,target_p16,target_p84,sigma_diag,prediction,residual,residual_over_sigma,chi2_contribution,inside_envelope,sign_stable,sign_violation,ContributionRank,Notes
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,0.510000,0.218884120172,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,2.03273407713,-1.25692217575,-0.53893826462,0.290454453072,True,True,False,5,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,0.737500,0.31652360515,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.25072639352,-0.715677804373,-0.498106050174,0.24810963722,True,True,False,6,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,0.965000,0.414163090129,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.701553819337,-0.610979039697,-0.625970400846,0.391838942735,True,True,False,3,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,1.192500,0.511802575107,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.348343954107,-0.424591932427,-0.635239770427,0.403529565932,True,False,False,2,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,1.420000,0.609442060086,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.224200481359,-0.0682355681693,-0.299479568296,0.0896880118266,True,True,False,8,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,1.647500,0.707081545064,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.419856823899,-0.375315210512,-0.684352139773,0.468337851212,True,True,False,1,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,1.875000,0.804721030043,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,1.07965905171,-0.171606116303,-0.120625965443,0.014550623539,True,False,False,9,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,2.102500,0.902360515021,1.4661832035,-1.3295343582,3.993474715,2.6615045366,2.38975074396,-0.92356754046,-0.34700956837,0.12041564054,True,False,False,7,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,z_normalized_recomputed,COORDINATE_REMAP_CONTROL,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,4.5595239185,-2.4370654346,-0.58069128459,0.337202367998,True,False,False,4,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,0.510000,0.3416929011,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,2.31803023646,-1.54221833508,-0.661266456439,0.437273326411,True,True,False,6,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,0.737500,0.464793596075,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.64822909679,-1.11318050764,-0.77476476482,0.600260440807,False,True,False,5,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,0.965000,0.572285351259,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,1.05145794544,-0.960883165798,-0.984459991882,0.969161475617,False,True,False,2,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,1.192500,0.666420656425,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.559869052738,-0.636117031058,-0.951706346524,0.905744970014,True,False,False,3,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,1.420000,0.749294239827,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.359582924944,-0.203618011754,-0.893660533552,0.798629149229,False,True,False,4,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,1.647500,0.822713772121,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.630687123745,-0.586145510358,-1.06878144822,1.14229378406,True,True,False,1,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,1.875000,0.888185289266,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,1.45088094963,-0.542828014221,-0.38156654725,0.14559302998,True,False,False,9,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,2.102500,0.946944404948,1.4661832035,-1.3295343582,3.993474715,2.6615045366,2.79184987273,-1.32566666923,-0.498089201429,0.24809285258,True,False,False,8,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K2_LOCKED_RHO4,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,4.5595239185,-2.4370654346,-0.58069128459,0.337202367998,True,False,False,7,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,0.510000,0.3416929011,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,1.9990324283,-1.22322052692,-0.524487801033,0.275087453432,True,True,False,1,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,0.737500,0.464793596075,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.1759263118,-0.64087772265,-0.446045789213,0.198956846075,True,True,False,4,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,0.965000,0.572285351259,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.6009299818,-0.51035520216,-0.522877594341,0.273400978664,True,True,False,2,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,1.192500,0.666420656425,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.2563651344,-0.33261311272,-0.497628572821,0.247634196488,True,False,False,3,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,1.420000,0.749294239827,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.1340356667,0.02192924649,0.0962454251949,0.00926318187095,True,True,False,9,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,1.647500,0.822713772121,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.195413964,-0.150872350613,-0.27510160282,0.0756808918739,True,True,False,8,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,1.875000,0.888185289266,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.3815434991,0.52650943631,0.370095835962,0.136970927797,True,False,False,5,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,2.102500,0.946944404948,1.4661832035,-1.3295343582,3.993474715,2.6615045366,0.6350144062,0.8311687973,0.312292835075,0.0975268148392,True,False,False,6,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,K1_NO_MEMORY,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,0.9119047837,1.2105537002,0.288444443573,0.0832001970281,True,False,False,7,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,0.510000,0.3416929011,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,1.00631026964,-0.230498368259,-0.0988322053541,0.00976780481515,True,True,False,4,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,0.737500,0.464793596075,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.243211394669,0.291837194481,0.203116362347,0.041256256653,True,True,False,2,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,0.965000,0.572285351259,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,-0.0692890866869,0.159863866327,0.16378638543,0.0268259800522,True,True,True,3,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,1.192500,0.666420656425,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.0720111996229,-0.00423677869712,-0.0063387222445,4.01793996929e-05,True,False,False,9,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,1.420000,0.749294239827,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.135001899064,0.0209630141263,0.0920047211322,0.00846486871061,True,True,False,5,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,1.647500,0.822713772121,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.482207986632,-0.437666373245,-0.798043646107,0.636873661091,True,True,False,1,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,1.875000,0.888185289266,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.921638497411,-0.0135855620008,-0.00954961028036,9.11950565068e-05,True,False,False,8,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,2.102500,0.946944404948,1.4661832035,-1.3295343582,3.993474715,2.6615045366,1.42022200341,0.045961200092,0.0172688791095,0.000298214185699,True,False,False,7,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG2,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,1.95509667672,0.167361807176,0.0398781015153,0.00159026298046,True,False,False,6,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,0.510000,0.3416929011,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,0.798891553235,-0.0230796518552,-0.00989600450919,9.7930905246e-05,True,True,False,9,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,0.737500,0.464793596075,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.465886628441,0.0691619607085,0.0481361736529,0.00231709121394,True,True,False,5,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,0.965000,0.572285351259,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.13475004171,-0.0441752620702,-0.0452591737342,0.0020483928071,True,True,False,6,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,1.192500,0.666420656425,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.0330339090418,-0.0432140692782,-0.0646533609118,0.0041800570772,True,False,False,4,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,1.420000,0.749294239827,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.0173809051667,0.138584008023,0.608232334089,0.369946572231,True,True,False,1,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,1.647500,0.822713772121,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.288413304518,-0.243871691131,-0.444677191279,0.197737804444,True,True,False,2,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,1.875000,0.888185289266,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.759588110893,0.148464824517,0.104359408495,0.0108908861415,True,False,False,3,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,2.102500,0.946944404948,1.4661832035,-1.3295343582,3.993474715,2.6615045366,1.40251350652,0.0636696969762,0.0239224454066,0.000572283394232,True,False,False,7,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,POLY_DEG3,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,2.18799829979,-0.0655398158908,-0.0156164866733,0.000243874656017,True,False,False,8,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,0.510000,0.3416929011,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,0.77581190138,0,0,0,True,True,False,6,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,0.737500,0.464793596075,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.53504858915,0,0,0,True,True,False,7,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,0.965000,0.572285351259,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.09057477964,0,0,0,True,True,False,8,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,1.192500,0.666420656425,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.07624797832,0,0,0,True,False,False,9,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,1.420000,0.749294239827,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,-0.15596491319,0.31192982638,1.36903102369,1.87424594382,True,True,True,1,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,1.647500,0.822713772121,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,-0.044541613387,0.089083226774,0.162434921775,0.0263851038121,True,True,True,5,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,1.875000,0.888185289266,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,-0.90805293541,1.81610587082,1.27658342682,1.62966524563,False,False,False,2,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,2.102500,0.946944404948,1.4661832035,-1.3295343582,3.993474715,2.6615045366,-1.4661832035,2.932366407,1.10177020804,1.21389759133,False,False,False,3,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,SIGN_RANDOMIZED_CONTROL,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,-2.1224584839,4.2449169678,1.01145675123,1.0230447596,False,False,False,4,fixed_seed_sign_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,0.510000,0.3416929011,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,2.16651486573,-1.39070296435,-0.596300277513,0.355574020962,True,True,False,6,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,0.737500,0.464793596075,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.47417365791,-0.93912506876,-0.653623566026,0.427223766064,False,True,False,5,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,0.965000,0.572285351259,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.923251522169,-0.832676742529,-0.853107816193,0.727792946049,False,True,False,3,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,1.192500,0.666420656425,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.49427550437,-0.57052348269,-0.853570636859,0.728582832108,True,False,False,2,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,1.420000,0.749294239827,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.323718919499,-0.167754006309,-0.736256746109,0.542073996191,False,True,False,4,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,1.647500,0.822713772121,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.582592388719,-0.538050775332,-0.98108520276,0.962528175075,True,True,False,1,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,1.875000,0.888185289266,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,1.37744622829,-0.469393292875,-0.32994755866,0.108865391466,True,False,False,9,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,2.102500,0.946944404948,1.4661832035,-1.3295343582,3.993474715,2.6615045366,2.72244337292,-1.25626016942,-0.472011282394,0.222794650707,True,False,False,8,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,chi_normalized_flat_lcdm_audit,COORDINATE_REMAP_CONTROL,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,4.5595239185,-2.4370654346,-0.58069128459,0.337202367998,True,False,False,7,fixed_alpha_1p2_coordinate_remap_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,0.510000,0.111111111111,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,2.01000105616,-1.23418915478,-0.529190887175,0.280042995069,True,True,False,5,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,0.737500,0.222222222222,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.22754447638,-0.692495887228,-0.481971620528,0.232296642994,True,True,False,6,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,0.965000,0.333333333333,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.68995664577,-0.59938186613,-0.614088671826,0.377104896865,True,True,False,3,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,1.192500,0.444444444444,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.346391848263,-0.422639826583,-0.632319189103,0.399827556908,True,False,False,2,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,1.420000,0.555555555556,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.225966850994,-0.0700019378036,-0.30723200049,0.0943915021254,True,True,False,8,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,1.647500,0.666666666667,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.427015699111,-0.382474085724,-0.697405678324,0.486374680159,True,True,False,1,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,1.875000,0.777777777778,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,1.09961987875,-0.19156694334,-0.134656899096,0.0181324804742,True,False,False,9,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,2.102500,0.888888888889,1.4661832035,-1.3295343582,3.993474715,2.6615045366,2.41897806038,-0.952794856881,-0.357991070005,0.128157606203,True,False,False,7,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K2_LOCKED_RHO4,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,4.5595239185,-2.4370654346,-0.58069128459,0.337202367998,True,False,False,4,fixed_rho4_locked_prediction
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,0.510000,0.111111111111,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,1.9990324283,-1.22322052692,-0.524487801033,0.275087453432,True,True,False,1,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,0.737500,0.222222222222,0.53504858915,-1.584570728,1.2890253832,1.4367980556,1.1759263118,-0.64087772265,-0.446045789213,0.198956846075,True,True,False,4,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,0.965000,0.333333333333,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.6009299818,-0.51035520216,-0.522877594341,0.273400978664,True,True,False,2,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,1.192500,0.444444444444,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,0.2563651344,-0.33261311272,-0.497628572821,0.247634196488,True,False,False,3,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,1.420000,0.555555555556,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.1340356667,0.02192924649,0.0962454251949,0.00926318187095,True,True,False,9,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,1.647500,0.666666666667,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.195413964,-0.150872350613,-0.27510160282,0.0756808918739,True,True,False,8,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,1.875000,0.777777777778,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.3815434991,0.52650943631,0.370095835962,0.136970927797,True,False,False,5,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,2.102500,0.888888888889,1.4661832035,-1.3295343582,3.993474715,2.6615045366,0.6350144062,0.8311687973,0.312292835075,0.0975268148392,True,False,False,6,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,K1_NO_MEMORY,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,0.9119047837,1.2105537002,0.288444443573,0.0832001970281,True,False,False,7,frozen_k1_no_memory_control
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,0.510000,0.111111111111,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,0.861225215208,-0.0854133138278,-0.0366231927625,0.00134125824812,True,True,False,6,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,0.737500,0.222222222222,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.385980804692,0.149067784458,0.103749990388,0.0107640605054,True,True,False,4,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,0.965000,0.333333333333,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.0938335404024,-0.00325876076237,-0.00333871974019,1.11470495035e-05,True,True,False,9,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,1.192500,0.444444444444,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.0152165776625,-0.0610314006575,-0.0913101968774,0.0083375520538,True,False,False,5,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,1.420000,0.555555555556,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.0588304504978,0.0971344626922,0.426314131092,0.181743738369,True,True,False,2,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,1.647500,0.666666666667,0.044541613387,-0.19587008795,0.90097812425,0.5484241061,0.315974624883,-0.271433011496,-0.494932677972,0.244958355724,True,True,False,1,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,1.875000,0.777777777778,0.90805293541,-0.74262495774,2.1026350271,1.42262999242,0.756215945494,0.151836989916,0.106729782674,0.0113912465095,True,False,False,3,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,2.102500,0.888888888889,1.4661832035,-1.3295343582,3.993474715,2.6615045366,1.37955441233,0.0866287911698,0.0325488046248,0.0010594246825,True,False,False,7,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG2,2.330000,1,2.1224584839,-1.9217451555,6.4719245939,4.1968348747,2.18599002539,-0.0635315414914,-0.0151379654878,0.000229157999111,True,False,False,8,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,0.510000,0.111111111111,0.77581190138,-1.9013039449,2.7631344825,2.3322192137,0.852446402013,-0.0766345006334,-0.0328590469469,0.00107971696626,True,True,False,7,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,0.737500,0.222222222222,0.53504858915,-1.584570728,1.2890253832,1.4367980556,0.39037021129,0.14467837786,0.100694998366,0.0101394826959,True,True,False,4,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,0.965000,0.333333333333,0.09057477964,-1.1022521054,0.84984990732,0.97605100636,0.101985295511,-0.0114105158714,-0.011690491375,0.000136667588589,True,True,False,9,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,1.192500,0.444444444444,-0.07624797832,-0.69665719014,0.64013547365,0.668396331895,-0.00957305489472,-0.0666749234253,-0.0997535747036,0.00995077566614,True,False,False,5,fixed_degree_polynomial_null
SN_BAO_NO_DEGREE4_CURRENT,optical_depth_like_uniform,POLY_DEG3,1.420000,0.555555555556,0.15596491319,-0.17725150976,0.27844280393,0.227847156845,0.0588304504978,0.0971344626922,0.426314131092,0.181743738369,True,True,False,2,fixed_degree_polynomial_null
