DiagnosticID,FamilyID,FoldID,DeltaNLL,PositiveGainShare,Alpha,Interpretation,ClaimBoundary
P5C_V3_FAMILY_LOCALIZATION_DIAGNOSTIC,REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,lofo_REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,0.2418533460212693,0.0022402591409988915,0.0713767033294676,positive_minor_family,diagnostic_only_no_survival_claim
P5C_V3_FAMILY_LOCALIZATION_DIAGNOSTIC,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,lofo_REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY,2.724509227600496,0.025236809009584974,0.4538410399211325,positive_minor_family,diagnostic_only_no_survival_claim
P5C_V3_FAMILY_LOCALIZATION_DIAGNOSTIC,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,lofo_REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,104.99139177502524,0.9725229318494162,0.0192539051686557,dominant_positive_family,diagnostic_only_no_survival_claim
