CovarianceModel,RhoSNBAO,GridIndex,z_grid,SignStable,SNStandardizedResidual,BAOStandardizedResidual,SNMinusBAO,ContrastSigma,AbsContrastOverSigma,JointChi2Proxy,OppositeSign,ReadyForK2Scoring,ClaimBoundary
WITHIN_ROW_SN_BAO_CORR,-0.75,0,0.51,True,-2.783324502476582,2.3180607034126988,-5.101385205889281,1.8708286933869707,2.7268050911992763,7.868406810829007,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.75,1,0.7375,True,-3.5097816640421167,0.5329603897984276,-4.042742053840544,1.8708286933869707,2.160936524082018,22.392576458691316,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.75,2,0.965,True,1.28009254511743,2.3413833478961736,-1.0612908027787435,1.8708286933869707,0.5672837959617617,26.551986192518143,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.75,3,1.1925,False,1.7820506209377074,1.6608848291522258,0.12116579178548159,1.8708286933869707,0.06476583997978008,23.711803641000227,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.75,4,1.42,True,-0.340120582692041,1.3269554052404389,-1.66707598793248,1.8708286933869707,0.8910895977944328,2.7417266052856997,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.75,5,1.6475,True,-0.0680973079901905,1.3269554052404389,-1.3950527132306294,1.8708286933869707,0.7456870413426305,3.725496581651357,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.75,6,1.875,False,-1.0894492411674068,1.3269554052404389,-2.4164046464078455,1.8708286933869707,1.291622613523827,1.7811073317114936,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.75,8,2.33,False,0.0078375424270572,1.9906714122524336,-1.9828338698253765,1.8708286933869707,1.0598692851110971,9.111398985390128,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.5,0,0.51,True,-2.783324502476582,2.3180607034126988,-5.101385205889281,1.7320508075688772,2.945286121860151,8.891180742341364,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.5,1,0.7375,True,-3.5097816640421167,0.5329603897984276,-4.042742053840544,1.7320508075688772,2.3340782130490587,14.309386003420107,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.5,2,0.965,True,1.28009254511743,2.3413833478961736,-1.0612908027787435,1.7320508075688772,0.6127365306727817,13.490533699699593,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.5,3,1.1925,False,1.7820506209377074,1.6608848291522258,0.12116579178548159,1.7320508075688772,0.06995510250392195,11.858698229852305,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.5,4,1.42,True,-0.340120582692041,1.3269554052404389,-1.66707598793248,1.7320508075688772,0.9624867703923786,1.9002237501744792,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.5,5,1.6475,True,-0.0680973079901905,1.3269554052404389,-1.3950527132306294,1.7320508075688772,0.8054340595174218,2.2334477332432296,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.5,6,1.875,False,-1.0894492411674068,1.3269554052404389,-2.4164046464078455,1.7320508075688772,1.3951118730746321,2.002746316366495,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.5,8,2.33,False,0.0078375424270572,1.9906714122524336,-1.9828338698253765,1.7320508075688772,1.1447896685019885,5.304581427043003,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.25,0,0.51,True,-2.783324502476582,2.3180607034126988,-5.101385205889281,1.5811388300841898,3.226399294499428,10.553966009359314,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.25,1,0.7375,True,-3.5097816640421167,0.5329603897984276,-4.042742053840544,1.5811388300841898,2.5568545765366366,12.445148591416224,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.25,2,0.965,True,1.28009254511743,2.3413833478961736,-1.0612908027787435,1.5811388300841898,0.6712192393138772,9.193927029677553,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.25,3,1.1925,False,1.7820506209377074,1.6608848291522258,0.12116579178548159,1.5811388300841898,0.07663197530796835,7.908408801963581,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.25,4,1.42,True,-0.340120582692041,1.3269554052404389,-1.66707598793248,1.5811388300841898,1.0543514308884023,1.7608855844791733,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.25,5,1.6475,True,-0.0680973079901905,1.3269554052404389,-1.3950527132306294,1.5811388300841898,0.8823088059613007,1.8349513017518666,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.25,6,1.875,False,-1.0894492411674068,1.3269554052404389,-2.4164046464078455,1.5811388300841898,1.5282684862525202,2.3732106847210277,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,-0.25,8,2.33,False,0.0078375424270572,1.9906714122524336,-1.9828338698253765,1.5811388300841898,1.2540542500748009,4.235344090086746,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.0,0,0.51,True,-2.783324502476582,2.3180607034126988,-5.101385205889281,1.4142135623730951,3.6072240725290423,13.120300710792689,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.0,1,0.7375,True,-3.5097816640421167,0.5329603897984276,-4.042742053840544,1.4142135623730951,2.858650320858679,12.602614106340342,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.0,2,0.965,True,1.28009254511743,2.3413833478961736,-1.0612908027787435,1.4142135623730951,0.7504459234557643,7.120712905870715,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.0,3,1.1925,False,1.7820506209377074,1.6608848291522258,0.12116579178548159,1.4142135623730951,0.0856771530193513,5.934242831292487,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.0,4,1.42,True,-0.340120582692041,1.3269554052404389,-1.66707598793248,1.4142135623730951,1.1788007358203196,1.8764926582675907,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.0,5,1.6475,True,-0.0680973079901905,1.3269554052404389,-1.3950527132306294,1.4142135623730951,0.9864512336380701,1.7654478908523281,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.0,6,1.875,False,-1.0894492411674068,1.3269554052404389,-2.4164046464078455,1.4142135623730951,1.708656111565669,2.947710296577056,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.0,8,2.33,False,0.0078375424270572,1.9906714122524336,-1.9828338698253765,1.4142135623730951,1.4020752753198877,3.962834098630394,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.25,0,0.51,True,-2.783324502476582,2.3180607034126988,-5.101385205889281,1.224744871391589,4.1652635786038825,17.436008840331755,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.25,1,0.7375,True,-3.5097816640421167,0.5329603897984276,-4.042742053840544,1.224744871391589,3.3008850645335372,14.440428168776505,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.25,2,0.965,True,1.28009254511743,2.3413833478961736,-1.0612908027787435,1.224744871391589,0.8665403118388858,5.996927169513305,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.25,3,1.1925,False,1.7820506209377074,1.6608848291522258,0.12116579178548159,1.224744871391589,0.09893145471824648,4.751309238127057,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.25,4,1.42,True,-0.340120582692041,1.3269554052404389,-1.66707598793248,1.224744871391589,1.3611618442935811,2.242298753158354,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.25,5,1.6475,True,-0.0680973079901905,1.3269554052404389,-1.3950527132306294,1.224744871391589,1.1390557705667566,1.9313375320664334,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.25,6,1.875,False,-1.0894492411674068,1.3269554052404389,-2.4164046464078455,1.224744871391589,1.9729861319298767,3.915237947976692,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.25,8,2.33,False,0.0078375424270572,1.9906714122524336,-1.9828338698253765,1.224744871391589,1.6189770752601118,4.218701986991429,False,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.5,0,0.51,True,-2.783324502476582,2.3180607034126988,-5.101385205889281,1.0,5.101385205889281,26.09628781977247,True,False,preflight_only_no_measurement_validation
WITHIN_ROW_SN_BAO_CORR,0.5,1,0.7375,True,-3.5097816640421167,0.5329603897984276,-4.042742053840544,1.0,4.042742053840544,19.297584946820802,True,False,preflight_only_no_measurement_validation
