ComparisonID,RouteID,SourceFile,CovarianceRouteStatus,Rows,BestModel,K1AIC,K2AIC,BestPolyAIC,DeltaAIC_K2_minus_K1,DeltaAIC_K2_minus_BestPoly,K2ImprovesOverK1,K2BeatsBestPoly,PositiveDefinite,MeasurementValidationAllowed,RouteFinding,ClaimBoundary
WHITENED_COVARIANCE_ROUTE_COMPARISON_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,evidence/whitened_standardized_branch_contrast_summary.csv,public_covariance_proxy_zero_sn_bao_cross_covariance,8,WEIGHTED_POLY_DEG2,15.418161337537862,13.215274786282366,8.113394973293394,-2.202886551255496,5.101879812988972,True,False,True,False,k2_beats_k1_but_polynomial_remains_stronger,whitened_covariance_route_comparison_no_measurement_validation
WHITENED_COVARIANCE_ROUTE_COMPARISON_V1,REGISTERED_SHRINKAGE_WHITENED,evidence/registered_shrinkage_whitened_branch_contrast_summary.csv,registered_shrinkage_preflight_covariance,8,WEIGHTED_POLY_DEG2,16.624615042446365,13.939722247097633,8.419044230595588,-2.684892795348734,5.520678016502043,True,False,True,False,k2_beats_k1_but_polynomial_remains_stronger,whitened_covariance_route_comparison_no_measurement_validation
