ProtocolID,AuditID,Status,PrimaryOOSDeltaNLL,MorphologyNullOOSDeltaNLL,MorphologyMinusPrimaryOOSDeltaNLL,LOFOPrimaryDeltaNLL,LOFOMorphologyNullDeltaNLL,ClockPrimaryDeltaNLL,ClockMorphologyNullDeltaNLL,KernelCorrelationPrimaryVsMorphologyNull,PrimaryMedianAlpha,MorphologyNullMedianAlpha,PrimaryPositiveLOFOFamilies,MorphologyNullPositiveLOFOFamilies,DominantFailureFamily,DominantFailureFoldDelta,SurvivalClaimAllowed,MeasurementValidationAllowed,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_MORPHOLOGY_NULL_FAILURE_DIAGNOSTIC_v1,P_TAUCOV_EPSILON_P3_MORPHOLOGY_NULL_DOMINANCE_DIAGNOSED,100.19382563738316,141.52376290434955,41.329937266966425,94.51065799581318,128.65516141309328,5.683167641569989,12.868601491256303,0.9087206104563529,0.21862357598014986,0.33442691163994653,2,2,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY,33.96602384091935,False,False,post_failure_diagnostic_no_new_scoring_claim
