ProtocolID,FreezeID,Status,GatesPassed,GatesTotal,FailedGates,DiagonalEnergyShare,EffectiveRankFraction,SupportEntropy,ActiveSupportCount,ForbiddenLeakageNorm,ScoringAuthorized,SurvivalClaimAuthorized,TauCoreValidationClaimAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_v1,P_TAUCOV_EXPANDED_PARENT_OPERATOR_PSD_PREFLIGHT_PASS_NO_SCORING,9,9,,0.7635407354643848,0.36310855287953075,0.7501370237638488,5,0.0,False,False,False,expanded_parent_operator_psd_preflight_no_scoring
