ProductID,CovRow,0,1,2,3,4,5,6,7,8,9,10,11,12
DESI_DR2_BAO_ALL_GAUSSIAN,0,9.180222478195863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,1,0.0,0.00015354240222083683,-0.00010976130082909932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,2,0.0,-0.00010976130082909934,0.00038479599615605034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,3,0.0,0.0,0.0,0.00010754234568665292,-7.034097869545005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,4,0.0,0.0,0.0,-7.034097869545006e-05,0.0002944942481129614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,5,0.0,0.0,0.0,0.0,0.0,5.6225175709602546e-05,-2.9671606470301643e-05,0.0,0.0,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,6,0.0,0.0,0.0,0.0,0.0,-2.9671606470301643e-05,0.0001298698181235856,0.0,0.0,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001382718723362316,-7.419637904632568e-05,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.419637904632569e-05,0.0002509126832724663,0.0,0.0,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006262462478794945,-0.0004991818680512006,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004991818680512006,0.0016334524992580694,0.0,0.0
DESI_DR2_BAO_ALL_GAUSSIAN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013708897342880997,-6.875812045198123e-05
DESI_DR2_BAO_ALL_GAUSSIAN,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.875812045198122e-05,0.00018596034717251108
DESI_DR1_BAO_ALL_GAUSSIAN,0,0.00036178834642818224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,1,0.0,0.00034212631591721486,-0.00023980127964629157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,2,0.0,-0.0002398012796462916,0.0008470771149335759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,3,0.0,0.0,0.0,0.00035931867910626755,-0.00023633122469138147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,4,0.0,0.0,0.0,-0.00023633122469138144,0.000879187494433081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,5,0.0,0.0,0.0,0.0,0.0,0.00016884161820157812,-9.795074819092776e-05,0.0,0.0,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,6,0.0,0.0,0.0,0.0,0.0,-9.795074819092777e-05,0.00037531977037674947,0.0,0.0,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006172153815484464,-0.0003368865494115093,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00033688654941150923,0.0009328878599732507,0.0,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006577854128468367,0.0,0.0,
DESI_DR1_BAO_ALL_GAUSSIAN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005642934714190247,-0.00022737522733565566,
DESI_DR1_BAO_ALL_GAUSSIAN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00022737522733565568,0.00040182274328028154,
