RowID,z,ObservedMu,CMBOnlyPredictionMu,RawResidualMu,SigmaDiag,CovarianceIndex,BaselineID,ResidualPolicyID,SameSampleOffsetUsed,AllowedForRerunCandidate,MeasurementValidationAllowed
335,0.02325,35.0537,35.12166630115425,-0.06796630115425017,0.1646258181452715,335,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
336,0.02331,34.6478,35.127358716455674,-0.4795587164556778,0.2367350417661061,336,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
337,0.02331,34.4301,35.127358716455674,-0.6972587164556714,0.24331900871078693,337,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
338,0.02342,34.9851,35.13775747564268,-0.15265747564267684,0.20950138424363693,338,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
339,0.02342,35.0081,35.13775747564268,-0.1296574756426807,0.15977074200240793,339,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
340,0.02342,34.9783,35.13775747564268,-0.1594574756426823,0.16063570586890077,340,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
341,0.02343,34.8582,35.13870043380109,-0.2805004338010946,0.18767562441617186,341,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
342,0.02343,34.8582,35.13870043380109,-0.2805004338010946,0.12276233135616153,342,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
343,0.02344,34.8331,35.139642996164,-0.3065429961639978,0.19081436004661703,343,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
344,0.02352,34.8391,35.14716928683171,-0.3080692868317101,0.1600805734622412,344,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
345,0.02354,34.9998,35.14904692506444,-0.14924692506443904,0.154503462744367,345,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
346,0.02357,35.0406,35.1518604424397,-0.11126044243970057,0.14542792029043117,346,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
347,0.02357,34.9509,35.1518604424397,-0.20096044243970113,0.18375431967711672,347,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
348,0.02357,34.5715,35.1518604424397,-0.580360442439698,0.19111117183461568,348,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
349,0.02365,34.9543,35.159345970833456,-0.20504597083345288,0.1979264004623941,349,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
350,0.02369,34.943,35.16307940119506,-0.22007940119506486,0.15848047198314372,350,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
351,0.02388,34.9949,35.18072895548381,-0.18582895548380662,0.1276121075760447,351,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
352,0.0239,34.889,35.18257876353791,-0.29357876353790857,0.3089008093223454,352,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
353,0.0239,34.994,35.18257876353791,-0.1885787635379117,0.20206654844382332,353,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
354,0.02391,34.8993,35.18350309681968,-0.2842030968196809,0.13953257684139572,354,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
355,0.02401,35.1018,35.192725577892894,-0.09092557789289657,0.13733091421817595,355,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
356,0.02411,35.1049,35.20191036710366,-0.09701036710365685,0.2887237953477337,356,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
357,0.02411,34.4711,35.20191036710366,-0.7308103671036577,0.22330465736298472,357,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
358,0.02412,34.8782,35.2028267850113,-0.32462678501129716,0.16155023986364117,358,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
359,0.02417,34.9421,35.207403278417786,-0.26530327841778245,0.14687130420882086,359,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
360,0.02417,35.084,35.207403278417786,-0.12340327841778276,0.12925606368755008,360,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
361,0.02428,35.1803,35.21743888665508,-0.03713888665507881,0.16937541143861468,361,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
362,0.02429,35.0771,35.21834899708156,-0.14124899708156136,0.1413556153819154,362,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
363,0.02432,34.9871,35.2210771198855,-0.23397711988550185,0.13765413179414557,363,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
364,0.02432,34.953,35.2210771198855,-0.268077119885497,0.14749911864143458,364,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
365,0.02432,35.2317,35.2210771198855,0.010622880114496525,0.16642211391518857,365,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
366,0.02434,35.0102,35.222894031049115,-0.21269403104911788,0.15629804861225874,366,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
367,0.02453,35.008,35.240081854869274,-0.23208185486927135,0.14863788211623577,367,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
368,0.02453,35.0746,35.240081854869274,-0.16548185486927736,0.11574856370599161,368,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
369,0.02453,34.9493,35.240081854869274,-0.2907818548692731,0.12059846599356062,369,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
370,0.02457,35.1784,35.243683664741866,-0.06528366474186242,0.13456741804760913,370,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
371,0.02462,35.1061,35.248177830608384,-0.14207783060838608,0.1839792923130209,371,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
372,0.02462,35.0521,35.248177830608384,-0.19607783060838102,0.18153792992099477,372,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
373,0.02462,34.8898,35.248177830608384,-0.3583778306083829,0.1806637484389162,373,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
374,0.02464,34.9528,35.249972985548894,-0.29717298554889027,0.1540186352361298,374,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
375,0.02464,34.807,35.249972985548894,-0.44297298554889153,0.1317563281212709,375,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
376,0.02466,34.8112,35.25176670889141,-0.44056670889141003,0.23191332432613698,376,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
377,0.02491,35.0862,35.27406839902932,-0.18786839902931973,0.1712069799978961,377,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
378,0.02494,35.1973,35.276729806747596,-0.07942980674759781,0.1693483097051754,378,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
379,0.02509,35.2152,35.28998983403639,-0.0747898340363875,0.19567812856832006,379,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
380,0.0251,34.8369,35.29087106406694,-0.4539710640669412,0.1458941054326733,380,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
381,0.0251,34.8482,35.29087106406694,-0.4426710640669427,0.12674632144563408,381,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
382,0.0251,35.079,35.29087106406694,-0.21187106406694056,0.2075449108024574,382,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
383,0.0251,35.009,35.29087106406694,-0.28187106406694085,0.12841012421144993,383,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
384,0.02512,35.0276,35.29263248967315,-0.2650324896731533,0.13656562525028032,384,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
385,0.02513,34.4583,35.29351268579745,-0.8352126857974511,0.24315577311674094,385,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
386,0.02517,34.9117,35.29703003215466,-0.38533003215465556,0.2191966240615945,386,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
387,0.02517,35.1989,35.29703003215466,-0.09813003215465699,0.1693864221240888,387,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
388,0.02517,35.2277,35.29703003215466,-0.06933003215466016,0.14448439362090287,388,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
389,0.02519,35.1139,35.29878664627028,-0.18488664627027873,0.10859530376586272,389,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
390,0.02519,35.1145,35.29878664627028,-0.18428664627028013,0.12257144855144693,390,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
391,0.02521,34.9842,35.30054189058068,-0.31634189058068074,0.13199037843721792,391,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
392,0.02525,34.9441,35.30404827846509,-0.35994827846509025,0.17027721515223346,392,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
393,0.02525,34.9063,35.30404827846509,-0.3977482784650874,0.19770523513554214,393,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
394,0.02534,35.1882,35.311917739049264,-0.12371773904926187,0.1264841096739033,394,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
395,0.02534,35.1974,35.311917739049264,-0.11451773904926199,0.1311579200810992,395,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
396,0.02556,35.1828,35.33103919101885,-0.14823919101885252,0.1670706736683611,396,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
397,0.02557,35.0621,35.331904501779675,-0.2698045017796744,0.13538718550882134,397,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
398,0.02585,34.7664,35.35599920835823,-0.58959920835823,0.2657943942223011,398,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
399,0.02591,35.1181,35.361128999751045,-0.24302899975104708,0.1418919307078454,399,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
400,0.02596,35.4014,35.36539492196561,0.03600507803439257,0.14339198024994285,400,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
401,0.02598,35.2931,35.36709903195306,-0.07399903195305768,0.1268136033712472,401,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
402,0.02598,35.1081,35.36709903195306,-0.25899903195305995,0.14139787834334716,402,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
403,0.02598,34.835,35.36709903195306,-0.5320990319530594,0.24866837354195245,403,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
404,0.02598,35.3111,35.36709903195306,-0.055999031953057,0.1269295867794424,404,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
405,0.02626,35.2855,35.39082224486991,-0.10532224486991026,0.21830721472273884,405,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
406,0.02626,35.3429,35.39082224486991,-0.047922244869909036,0.2560632734306113,406,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
407,0.02632,35.0223,35.39587346621818,-0.37357346621817555,0.27775932027566597,407,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
408,0.02669,35.308,35.426775055680125,-0.11877505568012481,0.12588689367841277,408,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
409,0.02691,35.2688,35.44495023014194,-0.17615023014194264,0.14524269344789775,409,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
410,0.02691,35.2892,35.44495023014194,-0.15575023014194045,0.12968592830372924,410,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
411,0.02695,35.1184,35.44823913202969,-0.32983913202969006,0.1290948101203143,411,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
412,0.02713,35.2513,35.462980150375074,-0.2116801503750736,0.13386429695777735,412,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
413,0.02714,35.3224,35.46379627911726,-0.14139627911725938,0.15323765855689653,413,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
414,0.0273,35.2892,35.476814360497656,-0.1876143604976548,0.2161354667795177,414,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
415,0.02731,35.2673,35.4776255029106,-0.21032550291059948,0.12279014618445569,415,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
416,0.02731,35.3437,35.4776255029106,-0.1339255029105999,0.16392266469283617,416,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
417,0.02731,35.1118,35.4776255029106,-0.3658255029105959,0.24907105411910072,417,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
418,0.02731,35.227,35.4776255029106,-0.2506255029106015,0.1858288459846856,418,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
419,0.02736,35.313,35.481676848502026,-0.1686768485020238,0.1591263334586705,419,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
420,0.0274,35.3042,35.48491269795487,-0.180712697954867,0.25422340568877605,420,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
421,0.02741,35.5236,35.485720936108216,0.0378790638917863,0.1614113069149742,421,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
422,0.02748,35.113,35.49137051564511,-0.37837051564510915,0.12046572126542887,422,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
423,0.02748,35.1538,35.49137051564511,-0.33757051564511187,0.12683000433651337,423,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
424,0.02748,35.1117,35.49137051564511,-0.3796705156451097,0.1326530059968488,424,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
425,0.02773,35.3467,35.51143296756637,-0.16473296756637268,0.212683873389592,425,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
426,0.02803,35.7258,35.53527500906981,0.19052499093019293,0.2591403094850355,426,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
427,0.02805,35.1306,35.53685556739114,-0.4062555673911419,0.13466328378589318,427,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
428,0.0281,35.6739,35.54080213273555,0.13309786726445338,0.15605396502492336,428,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
429,0.02816,35.3613,35.54552893031897,-0.18422893031897303,0.13621163680097234,429,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
430,0.02819,35.3174,35.547888626524454,-0.2304886265244548,0.12483833545830383,430,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
431,0.0282,35.2874,35.54867464469124,-0.26127464469124106,0.20984441855813082,431,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
432,0.02823,35.5061,35.55103106019922,-0.04493106019921811,0.1146577079833711,432,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
433,0.02823,35.5563,35.55103106019922,0.005268939800778583,0.11351044004848188,433,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
434,0.02823,35.558,35.55103106019922,0.006968939800778173,0.11313474267438806,434,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
435,0.02833,35.2665,35.558868081319424,-0.2923680813194238,0.12554875546973773,435,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
436,0.02844,35.372,35.56745753497501,-0.19545753497501295,0.11317901748999237,436,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
437,0.02844,35.3421,35.56745753497501,-0.22535753497501076,0.11486992643855919,437,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
438,0.02849,35.1049,35.571351068721114,-0.4664510687211134,0.1360711578549988,438,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
439,0.02849,35.4368,35.571351068721114,-0.134551068721116,0.13112722829374532,439,SOURCE_SPLIT_LIKELIHOOD_NATIVE_CMB_ONLY_BASELINE_V1,SN_RAW_CMB_ONLY_NO_SAME_SAMPLE_OFFSET_V1,False,True,False
