FamilyID,SampleID,z,Omega_R_plus_3Omega_Q,Source,ClaimBoundary
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.38,2.7075110363135972,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.51,2.4136595011114714,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.698,2.129195360627118,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.706,2.119600440087833,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.93,1.9042401565069644,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.934,1.9010602247252022,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1.317,1.6996234859460013,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1.321,1.6978222449407017,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1.48,1.6329750022498077,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1.484,1.6314971996624472,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,2.33,1.4186470428081126,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,2.334,1.4179862648369985,author_protocol_guided_local_reproduction_median,author_protocol_guided_reproduction_no_measurement_validation
