RouteID,z,H_D_proxy,H_D_prime_proxy,H_D_double_prime_proxy,TrainingTarget_Hrs_over_c_proxy,TrainingSigma,Residual,ResidualOverSigma,SelectionRole,Source,ClaimBoundary
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.38,0.06192427498673462,0.0,0.0,0.0400304231215723,0.00093261703922,-0.021893851865162316,-23.47571505177878,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.51,0.06192427498673462,0.0,0.0,0.0476644423260247,0.001385858427973,-0.014259832660709917,-10.28953057028112,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.51,0.06192427498673462,0.0,0.0,0.0457394882036501,0.0008972357572759,-0.01618478678308452,-18.038499526839185,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.51,0.06192427498673462,0.0,0.0,0.0448088900837926,0.0009677772559209,-0.017115384902942017,-17.685252260506648,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.51,0.06192427498673462,0.0,0.0,0.0476568406964878,0.0013870327730329,-0.014267434290246822,-10.286299334549613,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.698,0.06192427498673462,0.0,0.0,0.0517437648763324,0.0012557086684776,-0.010180510110402219,-8.107382202549337,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.706,0.06192427498673462,0.0,0.0,0.0498039487727161,0.0014767416666015,-0.012120326214018519,-8.20747899794257,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.706,0.06192427498673462,0.0,0.0,0.049800796812749,0.0014880716179108,-0.012123478173985618,-8.147106650019003,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.706,0.06192427498673462,0.0,0.0,0.0513997456816655,0.0008820625400322,-0.01052452930506912,-11.93172686449752,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.93,0.06192427498673462,0.0,0.0,0.0559284116331096,0.0010947955297308,-0.005995863353625022,-5.4766969637694345,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.93,0.06192427498673462,0.0,0.0,0.0559405220052442,0.0010837453214216,-0.005983752981490419,-5.521364533912125,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,0.934,0.06192427498673462,0.0,0.0,0.0566845395135975,0.0006459795046102,-0.005239735473137122,-8.111302968193872,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,1.317,0.06192427498673462,0.0,0.0,0.0723589001447178,0.0021990403806643,0.010434625157983178,4.745081195294386,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,1.317,0.06192427498673462,0.0,0.0,0.0723394132572615,0.0022094781069495,0.010415138270526876,4.71384542701193,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,1.321,0.06192427498673462,0.0,0.0,0.0705416534866935,0.0011173955633954,0.008617378499958882,7.712021402495536,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,1.48,0.06192427498673462,0.0,0.0,0.075409094336777,0.0026669832775769,0.013484819350042386,5.056206937410601,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,1.484,0.06192427498673462,0.0,0.0,0.0780213800489737,0.0031533115586758,0.016097105062239082,5.104825439132597,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,2.33,0.06192427498673462,0.0,0.0,0.1173355559754004,0.0023520518570823,0.055411280988665775,23.558698683371286,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,2.33,0.06192427498673462,0.0,0.0,0.1173708920187793,0.0023419074698582,0.05544661703204468,23.675835935312133,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_STRUCTURED_STRICT_V1,2.33,0.06192427498673462,0.0,0.0,0.1158541051244344,0.0013564777956815,0.05392983013769979,39.75725242933683,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_structured_smoke_no_measurement_validation
