FamilyID,SampleID,z,Omega_R_plus_3Omega_Q,Source,ClaimBoundary
LOCAL_BEST_SCORE_Q20,0,0.38,1.9793721597497247,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,0.51,1.8089203855755565,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,0.698,1.6459834312912167,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,0.706,1.640487222508975,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,0.93,1.5166119537132088,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,0.934,1.518099847997731,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,1.317,1.3928989192809964,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,1.321,1.391886870708337,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,1.48,1.3553153038962118,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,1.484,1.3544695414434735,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,2.33,1.2356126781706036,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0,2.334,1.2352390998321008,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,0.38,2.3086223231136445,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,0.51,2.107291009104826,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,0.698,1.9048751248835922,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,0.706,1.89787253030012,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,0.93,1.7376609908844634,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,0.934,1.7353134344635233,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,1.317,1.6512132139753866,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,1.321,1.6495753524091274,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,1.48,1.5904838492231612,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,1.484,1.589134367263766,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,2.33,1.3967506396611433,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_SMOOTH_D_Q20,0,2.334,1.3961376022828955,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_LOW_COMPLEXITY_TERCILE,0,0.38,1.7170656314807715,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_LOW_COMPLEXITY_TERCILE,0,0.51,1.6008042220190912,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_LOW_COMPLEXITY_TERCILE,0,0.698,1.4841153131107259,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_LOW_COMPLEXITY_TERCILE,0,0.706,1.4798903827937044,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_LOW_COMPLEXITY_TERCILE,0,0.93,1.3851591302544368,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_LOW_COMPLEXITY_TERCILE,0,0.934,1.3837983745425793,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_LOW_COMPLEXITY_TERCILE,0,1.317,1.2849089904427036,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_LOW_COMPLEXITY_TERCILE,0,1.321,1.2841274345356721,local_reproduction_family_bootstrap_median,source_native_reproduction_family_exports_no_measurement_validation
