FamilyID,z_i,z_j,Covariance,Samples,Source,ClaimBoundary
LOCAL_BEST_SCORE_Q20,0.38,0.38,0.32866222890670943,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,0.51,0.25411929521913834,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,0.698,0.1770236213937647,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,0.706,0.17427329729470403,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,0.93,0.10890735358600126,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,0.934,0.10790810297997055,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,1.317,0.030390516143437962,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,1.321,0.029732792863461706,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,1.48,0.005500420528550396,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,1.484,0.004935350147996958,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,2.33,-0.08148076112931535,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.38,2.334,-0.0817770415270437,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,0.38,0.25411929521913834,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,0.51,0.19717048891534059,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,0.698,0.1386249808496835,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,0.706,0.1365443084170214,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,0.93,0.08727193899849195,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,0.934,0.08652145591874487,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,1.317,0.028566175344378907,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,1.321,0.028076718384580767,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,1.48,0.010071733864115326,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,1.484,0.009652539695172404,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,2.33,-0.054053792944111334,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.51,2.334,-0.054270649977359295,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.698,0.38,0.1770236213937647,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.698,0.51,0.1386249808496835,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
LOCAL_BEST_SCORE_Q20,0.698,0.698,0.0999356947208418,40,local_reproduction_family_bootstrap_covariance,source_native_reproduction_family_exports_no_measurement_validation
