FamilyID,SampleID,z,D,D_prime,D_double_prime,H_D,H_D_prime,Source,SelectionRule,ClaimBoundary
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.38,1517.4408458477492,2302.3394613239116,0.0,0.0387926430685439,0.0372254175819375,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.51,1819.6148298961436,2302.33946132282,0.0,0.0435506969262419,0.0372254175819481,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.698,2255.868090573002,2302.33946132282,0.0,0.0504693844815351,0.0372254175819126,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.706,2274.1825513482336,2302.339461321657,0.0,0.0507796880157441,0.0372254175819303,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.93,2778.845961493827,2302.339461323984,0.0,0.0592137623993375,0.0372254175819303,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,0.934,2788.301079953998,2302.33946132282,0.0,0.0593585792622243,0.0372254175819303,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1.317,3656.6592228950744,2302.339461321657,0.0,0.0734356834721653,0.0375766750981767,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1.321,3665.5400278682055,2302.339461323984,0.0,0.0735899996338828,0.0375766750982122,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1.48,4020.68285602949,2302.339461323984,0.0,0.0796204906594566,0.0375988299800237,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,0,1.484,4029.869219477776,2302.33946132282,0.0,0.0797733835336631,0.0375988299800237,author_protocol_guided_local_reproduction_median,AUTHOR_HD_CRITERIA_1_SIMPLE_PROXY,author_protocol_guided_reproduction_no_measurement_validation
