ProductID,RowID,z,mu,mu_sigma_diag,D_proxy_Mpc,D_proxy_sigma_diag_Mpc,IsCalibrator,UsedInSH0ESHF,Source,ClaimBoundary
PANTHEON_PLUS_SH0ES,0,0.00122,28.9987,1.51645,6.2981135110577595,4.398294075479953,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,1,0.00122,29.0559,1.51747,6.466220106560389,4.51872885057199,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,2,0.00256,30.7233,0.782372,13.917128166796212,5.014280333655401,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,3,0.00256,30.7449,0.799068,14.05625498492514,5.172482739854984,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,4,0.00299,30.7757,0.881212,14.25093623817167,5.783216940393598,0,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,5,0.0035,30.7946,0.614535,14.368208555311782,4.066257994272901,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,6,0.00478,30.4604,0.594683,12.302943175081623,3.3693042214692177,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,7,0.00478,30.5528,0.580251,12.83775307513728,3.4304461005152396,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,8,0.00478,30.4013,0.578445,11.972615023329421,3.1893102886407787,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,9,0.00478,30.5107,0.578546,12.591254961489883,3.354691572882074,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,10,0.00357,31.5011,0.591006,19.8917196458043,5.413895939671249,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,11,0.00369,31.7933,0.55272,22.754138792500488,5.791769464016625,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,12,0.00369,31.4967,0.545492,19.849080945356736,4.9862548635635635,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,13,0.00462,31.6969,0.550993,21.7459397358701,5.5178507082922055,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,14,0.00366,30.9999,0.566505,15.790409173553767,4.1194839546024165,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,15,0.00435,31.3933,0.476404,18.91363118657319,4.1495022051951835,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,16,0.00435,31.3779,0.479276,18.779970948166408,4.14501667933166,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,17,0.00293,31.499,0.514259,19.885173185140964,4.709306566458052,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,18,0.00293,31.5611,0.530838,20.462061127363526,5.0021540946712495,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,19,0.00465,31.9309,0.442017,24.219502137177127,4.930033478322427,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
PANTHEON_PLUS_SH0ES,20,0.00465,32.033,0.420403,25.38547016647928,4.914696483192172,1,0,data/public_ingest/pantheon_plus/Pantheon_SH0ES.dat,source_native_training_dataset_no_measurement_validation
