FamilyID,SampleID,z,Omega_R_plus_3Omega_Q,Source,ClaimBoundary
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.38,1.3150509989230867,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.51,0.8321450054157095,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.698,0.5650791878773073,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.706,0.5583366506143445,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.93,0.47379370587390196,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.934,0.47333460105015057,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,1.317,0.28197699622866773,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,1.321,0.275492144192143,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,1.48,-0.10398067948242465,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,1.484,-0.1171816826652354,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,2.33,-10.66743683921675,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,2.334,-10.693121158840247,normalized_pysr_backreaction_smoke_reconstruction_vector,normalized_pysr_backreaction_smoke_null_no_measurement_validation
