FamilyID,z,OmegaCentral,OmegaMeanBootstrap,OmegaP16,OmegaP50,OmegaP84,OmegaSigmaBootstrap,Source,ClaimBoundary
PILOT_SN_BAO_POLY_D5_H3,0.38,-0.1637177211732636,-0.06403241442470256,-0.6064537363525876,-0.0642355166345071,0.48450251050338755,0.5736228526574108,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,-0.140381294068666,-0.06911323849948428,-0.5249652265821189,-0.08466931744542347,0.40991694680720303,0.45581652264535816,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.5435913043478261,-0.09556716378124587,-0.04336923679683267,-0.4678314413586598,-0.03462080729582273,0.35074603976879304,0.38545897461143913,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.6253869565217391,-0.03466027914870295,0.0038632081208861187,-0.34777073217036625,0.03327357215489385,0.3786570818415605,0.35444157439466695,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.7071826086956522,0.03770846873403512,0.06611080917873777,-0.32991382030415317,0.07966347622817847,0.46063184641341665,0.373169687048298,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.7889782608695652,0.11673112328051233,0.13770457732300742,-0.3075472540789612,0.14264671170952525,0.5674656285788094,0.4438058275817399,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.8707739130434783,0.1969720534667413,0.21285810962178772,-0.28704044341781887,0.24384759337552148,0.7802584285065112,0.5511968419227686,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.9525695652173912,0.27211525013017257,0.2852359434496793,-0.3623389256684377,0.3049288079391559,0.9685913295271751,0.6755752217268344,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.0343652173913045,0.3348050280257668,0.34777256579337623,-0.4300832889064456,0.34757032487118833,1.1928202555162666,0.7998274822815824,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.1161608695652174,0.3765345083239452,0.39263231180288344,-0.4897499337805304,0.3738583782445173,1.3579515477933684,0.9101319645361193,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.1979565217391306,0.38755690360604217,0.4112400602068821,-0.4760721307689795,0.373109843469721,1.4495659466385402,0.9969417244648454,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,1.2797521739130435,0.3568011376801191,0.3943190697382867,-0.6391831278875147,0.35580572906659313,1.4679722083115727,1.0591956254324262,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
