RouteID,BootstrapIndex,z,H_D_proxy,H_D_prime_proxy,H_D_double_prime_proxy,FinitePrediction,ClaimBoundary
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,0.38,0.03861075943236971,0.037692531668885226,0.0,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,0.51,0.04351078854932708,0.03769253166891369,1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,0.698,0.05059698450308081,0.03769253166889594,3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,0.706,0.050898524756432036,0.03769253166891369,1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,0.93,0.05934165185026628,0.03769253166889594,0.0,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,0.934,0.05949242197694189,0.03769253166889594,3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,1.317,0.07392866160613168,0.03769253166889594,3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,1.321,0.07407943173280729,0.03769253166889594,3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,1.48,0.08007254426816285,0.03769253166889594,3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,1.484,0.08022331439483847,0.03769253166889594,-3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,2.33,0.1121111961867303,0.03769253166889594,-3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,0,2.334,0.1122619663134059,0.03769253166889594,-3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,0.38,0.03793882247231874,0.03765699750666246,0.0,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,0.51,0.04283423214818416,0.0376569975066554,-1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,0.698,0.04991374767943569,0.0376569975066554,-1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,0.706,0.050215003659488944,0.0376569975066554,-1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,0.93,0.058650171100980135,0.037656997506637646,0.0,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,0.934,0.058800799091006765,0.0376569975066554,-1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,1.317,0.07322342913605642,0.03765699750667316,0.0,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,1.321,0.07337405712608305,0.03765699750667316,0.0,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,1.48,0.07936151972964153,0.037656997506637646,-3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,1.484,0.07951214771966816,0.037656997506637646,-3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,2.33,0.11136996761030005,0.037656997506637646,3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,1,2.334,0.11152059560032668,0.037656997506637646,3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,2,0.38,0.04516297136781901,0.03025273905937998,-1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,2,0.51,0.04909582744553604,0.03025273905937082,0.0,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,2,0.698,0.05478334238869606,0.030252739059353065,1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,2,0.706,0.055025364301170956,0.030252739059353065,1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,2,0.93,0.06180197785046801,0.030252739059353065,1.817360683621772e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,2,0.934,0.06192298880670546,0.03025273905937082,0.0,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200_V1,2,1.317,0.07350978786644104,0.03025273905937082,-3.634721367243544e-10,True,h_branch_normalized_criteria3_bootstrap_200_no_measurement_validation
