FamilyID,SampleID,z,Omega_R_plus_3Omega_Q,ClaimBoundary
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.38,1.8858167201755154,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.51,1.7161122232754955,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.698,1.5589572480193932,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.706,1.5537459326405028,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.93,1.4384214812973868,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,0.934,1.4367860868378663,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,1.317,1.3210701494733246,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,1.321,1.32017732623493,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,1.48,1.2882320412987491,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,1.484,1.2875085112899867,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,2.33,1.187161805422161,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,0,2.334,1.1868510399906216,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,0.38,1.9179582770079031,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,0.51,1.7613507269019546,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,0.698,1.6103299019250954,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,0.706,1.6052137817960321,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,0.93,1.490033997808043,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,0.934,1.4883722365532113,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,1.317,1.3685223571808485,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,1.321,1.3675790015625628,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,1.48,1.3336164299608648,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,1.484,1.3328424395232272,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,2.33,1.223166073687115,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,1,2.334,1.2228184645798246,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,0.38,2.884259576022113,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,0.51,2.5503189298704605,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,0.698,2.2317569335631187,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,0.706,2.2210343205037164,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,0.93,1.9810061449789407,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,0.934,1.9775635597505783,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,1.317,1.7309965846650341,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,1.321,1.7290701221162887,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,1.48,1.6598743097060782,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,1.484,1.658301054788523,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,2.33,1.4371590488187411,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,2,2.334,1.4364642047364713,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,0.38,0.7673844583851319,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,0.51,0.18439585997043514,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,0.698,-0.3436206298061482,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,0.706,-0.3625283619907327,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,0.93,-0.8437242101949982,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,0.934,-0.8518227617309708,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,1.317,-1.6262045143283377,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,1.321,-1.6345941317104649,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,1.48,-1.9786924656883065,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,1.484,-1.9876521623741077,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,2.33,-4.477312019607668,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,3,2.334,-4.493215851640778,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,0.38,2.989609228437158,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,0.51,2.6315425990647086,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,0.698,2.2918135157552872,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,0.706,2.2804120148136877,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,0.93,2.0258010762816507,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,0.934,2.0221581429583724,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,1.317,1.7619369900064963,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,1.321,1.7599094035558311,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,1.48,1.6871430889014511,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,1.484,1.6854900553176342,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,2.33,1.4537746396330824,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,4,2.334,1.4530486684630928,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,5,0.38,3.0476402085427554,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,5,0.51,2.6737917782205756,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,5,0.698,2.321241683860978,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
REGULARIZED_FULL_NORMALIZED_PYSR_D_AND_H_BRANCHES,5,0.706,2.3094462999878846,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
