ProductID,z,DH_over_rs,DH_over_rs_sigma,Hrs_over_c_proxy,Hrs_over_c_sigma_proxy,Source,ClaimBoundary
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,0.51,20.98,0.61,0.047664442326024785,0.0013858584279730752,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,0.706,20.08,0.6,0.04980079681274901,0.001488071617910827,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,0.93,17.88,0.35,0.055928411633109625,0.001094795529730893,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,1.317,13.82,0.42,0.0723589001447178,0.0021990403806643613,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,2.33,8.52,0.17,0.11737089201877934,0.0023419074698582737,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,0.38,24.981,0.582,0.040030423121572394,0.0009326170392200124,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,0.51,22.317,0.482,0.04480889008379262,0.0009677772559209591,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,0.698,19.326,0.469,0.0517437648763324,0.001255708668477693,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,1.48,13.261,0.469,0.07540909433677702,0.0026669832775769865,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
UPSTREAM_2604_05822_RADIAL_BAO_TABLE,2.334,8.99,0.19,0.11123470522803114,0.002350900332961726,arXiv:2604.05822 main.tex BAO table,source_native_training_dataset_no_measurement_validation
DESI_DR1,0.51,20.98334647,0.6107116799276071,0.04765684069648782,0.0013870327730329103,public_ingest/DESI_DR1,source_native_training_dataset_no_measurement_validation
DESI_DR1,0.706,20.07872919,0.5953563269169145,0.04980394877271613,0.0014767416666015827,public_ingest/DESI_DR1,source_native_training_dataset_no_measurement_validation
DESI_DR1,0.93,17.87612922,0.34631731547816086,0.05594052200524427,0.0010837453214216125,public_ingest/DESI_DR1,source_native_training_dataset_no_measurement_validation
DESI_DR1,1.317,13.82372285,0.42222091137223416,0.07233941325726159,0.0022094781069495815,public_ingest/DESI_DR1,source_native_training_dataset_no_measurement_validation
DESI_DR1,2.33,8.52256583,0.1708392364183357,0.11733555597540044,0.0023520518570823755,public_ingest/DESI_DR1,source_native_training_dataset_no_measurement_validation
DESI_DR2,0.51,21.86294686,0.42886832478046216,0.04573948820365015,0.0008972357572759131,public_ingest/DESI_DR2,source_native_training_dataset_no_measurement_validation
DESI_DR2,0.706,19.45534918,0.33387003159912393,0.05139974568166553,0.0008820625400322219,public_ingest/DESI_DR2,source_native_training_dataset_no_measurement_validation
DESI_DR2,0.934,17.64149464,0.20104324858099562,0.05668453951359758,0.0006459795046102435,public_ingest/DESI_DR2,source_native_training_dataset_no_measurement_validation
DESI_DR2,1.321,14.17602155,0.22455135092000672,0.07054165348669353,0.0011173955633954318,public_ingest/DESI_DR2,source_native_training_dataset_no_measurement_validation
DESI_DR2,1.484,12.81699964,0.5180117691713191,0.07802138004897377,0.003153311558675893,public_ingest/DESI_DR2,source_native_training_dataset_no_measurement_validation
DESI_DR2,2.33,8.631545674846294,0.10106245296844917,0.11585410512443445,0.0013564777956815274,public_ingest/DESI_DR2,source_native_training_dataset_no_measurement_validation
