FamilyID,z_i,z_j,Covariance,Samples,Source,ClaimBoundary
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.321,0.934,0.17365667787056396,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.321,1.317,0.1554770006393248,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.321,1.321,0.1553417950171188,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.321,1.48,0.1505342548833966,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.321,1.484,0.15042587937652,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.321,2.33,0.13522596753263805,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.321,2.334,0.135177439583214,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,0.38,0.22018299181868958,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,0.51,0.19538888073975658,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,0.698,0.17463476334565997,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,0.706,0.17399982865085195,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,0.93,0.16110808157488588,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,0.934,0.16094283634762,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,1.317,0.1506041082863727,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,1.321,0.1505342548833966,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,1.48,0.14811673263204597,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,1.484,0.14806365695246848,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,2.33,0.1410532761141572,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.48,2.334,0.14103185571279556,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,0.38,0.21937418720370075,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,0.51,0.19475337504317516,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,0.698,0.1741810238996793,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,0.706,0.17355259733519496,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,0.93,0.16081532141862515,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
REGISTERED_HD_CRITERIA_1_SIMPLE_PROXY,1.484,0.934,0.16065242874018862,133,registered_protocol_guided_local_reproduction_bootstrap_covariance,registered_protocol_guided_reproduction_no_measurement_validation
