FamilyID,z_i,z_j,Covariance,Source,ClaimBoundary
PILOT_SN_BAO_POLY_D5_H3,0.38,0.38,0.3290431770908255,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,0.461795652173913,0.25142802546677573,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,0.5435913043478261,0.1861208016628756,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,0.6253869565217391,0.12598196779327178,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,0.7071826086956522,0.0676143676970739,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,0.7889782608695652,0.009703389511143239,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,0.8707739130434783,-0.04767159131657478,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,0.9525695652173912,-0.10335158402273009,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.0343652173913045,-0.15525901813539184,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.1161608695652174,-0.20049530176188674,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.1979565217391306,-0.23541082871900798,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.2797521739130435,-0.2556573747425811,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.3615478260869565,-0.25621901689323484,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.4433434782608696,-0.2314107131017293,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.5251391304347828,-0.1748312172646466,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.6069347826086957,-0.07925719983905355,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.6887304347826086,0.06353438468202145,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.7705260869565218,0.2630328762581026,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.852321739130435,0.5303828478789302,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,1.9341173913043477,0.8789709396135931,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,2.015913043478261,1.3253811200414747,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,2.097708695652174,1.8910928502832653,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,2.179504347826087,2.6057403500852288,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.38,2.2613,3.5137940113227204,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,0.38,0.25142802546677573,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,0.461795652173913,0.2077687023165063,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,0.5435913043478261,0.1675151366569973,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,0.6253869565217391,0.12678592490298962,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,0.7071826086956522,0.08378249880587728,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,0.7889782608695652,0.037945395880521364,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,0.8707739130434783,-0.010382985926717,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,0.9525695652173912,-0.0601055280215378,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.0343652173913045,-0.10944545410413672,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.1161608695652174,-0.15599714740572762,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.1979565217391306,-0.1967702483434295,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.2797521739130435,-0.228228698587175,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.3615478260869565,-0.24631718800799068,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.4433434782608696,-0.2464625419673498,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.5251391304347828,-0.22353602781097728,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.6069347826086957,-0.1717633239244045,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.6887304347826086,-0.08457014330737431,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.7705260869565218,0.04565000953636399,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.852321739130435,0.227869598528292,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,1.9341173913043477,0.4729158363391622,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,2.015913043478261,0.7942394646744331,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,2.097708695652174,1.2092467890374075,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,2.179504347826087,1.7418262162175917,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.461795652173913,2.2613,2.427514253085002,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.5435913043478261,0.38,0.1861208016628756,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.5435913043478261,0.461795652173913,0.1675151366569973,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.5435913043478261,0.5435913043478261,0.1485786211085021,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.5435913043478261,0.6253869565217391,0.1271550662263079,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
PILOT_SN_BAO_POLY_D5_H3,0.5435913043478261,0.7071826086956522,0.10211260265804059,source_native_derivative_pilot_bootstrap_omega_samples,source_native_derivative_pilot_uncertainty_no_measurement_validation
