CovRow,z_0.38,z_0.51,z_0.698,z_0.706,z_0.93,z_0.934,z_1.317,z_1.321,z_1.48,z_1.484,z_2.33,z_2.334,ClaimBoundary
z_0.38,0.5806453433574366,0.5299310407283458,0.46860885999023605,0.46648359416625823,0.4222296339375269,0.4216901748783533,0.40450520987629285,0.4046535510709835,0.4154940473800304,0.4158884500148707,0.6333240122321245,0.6350627909425353,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_0.51,0.5299310407283458,0.5511205762259112,0.5580856334271986,0.5583865822169779,0.5735870555006041,0.5739995912886051,0.6392538120101438,0.6402090925412111,0.6828705149813377,0.6840630845567226,1.092005844642496,1.0948491113077348,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_0.698,0.46860885999023605,0.5580856334271986,0.6307683920998152,0.6334117417923617,0.7059186865547453,0.7072452842338264,0.8507665086123753,0.8524775621956332,0.924769931213798,0.9267014827076504,1.5068604752616883,1.510687320420566,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_0.706,0.46648359416625823,0.5583865822169779,0.6334117417923617,0.6361387311118609,0.7106943638464347,0.7120536680647176,0.8583762497327914,0.8601143506044618,0.9334669369502828,0.9354249243990668,1.5217413413492338,1.5256033618204812,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_0.93,0.4222296339375269,0.5735870555006041,0.7059186865547453,0.7106943638464347,0.8355663618204299,0.8377316054282825,1.0535040065600136,1.0559170790109822,1.1557971728534642,1.1584183238264347,1.9009603467249157,1.9057220598524607,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_0.934,0.4216901748783533,0.5739995912886051,0.7072452842338264,0.7120536680647176,0.8377316054282825,0.8399098136965615,1.0568088629664658,1.0592329864819234,1.159549013465618,1.1621811019796602,1.9073399823573656,1.9121169248945449,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_1.317,0.40450520987629285,0.6392538120101438,0.8507665086123753,0.8583762497327914,1.0535040065600136,1.0568088629664658,1.373343931878707,1.3767641454615611,1.5166729136991277,1.52030575274714,2.512297894352755,2.5185395045841585,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_1.321,0.4046535510709835,0.6402090925412111,0.8524775621956332,0.8601143506044618,1.0559170790109822,1.0592329864819234,1.3767641454615611,1.3801945188910065,1.520510293875984,1.5241534978871518,2.518779129620616,2.5250366491183684,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_1.48,0.4154940473800304,0.6828705149813377,0.924769931213798,0.9334669369502828,1.1557971728534642,1.159549013465618,1.5166729136991277,1.520510293875984,1.6771799379137342,1.6812408030287642,2.783155679201603,2.790065503653852,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_1.484,0.4158884500148707,0.6840630845567226,0.9267014827076504,0.9354249243990668,1.1584183238264347,1.1621811019796602,1.52030575274714,1.5241534978871518,1.6812408030287642,1.6853123634855594,2.7900028882444685,2.796929687273055,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_2.33,0.6333240122321245,1.092005844642496,1.5068604752616883,1.5217413413492338,1.9009603467249157,1.9073399823573656,2.512297894352755,2.518779129620616,2.783155679201603,2.7900028882444685,4.6427488970810735,4.6543471590122465,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
z_2.334,0.6350627909425353,1.0948491113077348,1.510687320420566,1.5256033618204812,1.9057220598524607,1.9121169248945449,2.5185395045841585,2.5250366491183684,2.790065503653852,2.796929687273055,4.6543471590122465,4.665974922083675,regularized_full_pysr_backreaction_smoke_null_no_measurement_validation
