FamilyID,SampleID,z,Omega_R_plus_3Omega_Q,ClaimBoundary
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.38,-0.25251863986351514,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.51,-0.2830290871332746,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.698,-0.2181752687352194,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.706,-0.21365344948798326,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.93,-0.07006092189367381,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,0.934,-0.06743738365982768,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,1.317,-0.10036320614826018,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,1.321,-0.10536750405127888,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,1.48,-0.4346992862391553,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,1.484,-0.4468491920548258,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,2.33,-10.673248442833314,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,0,2.334,-10.698932476118216,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,0.38,0.06615473675730915,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,0.51,-0.04863831002537454,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,0.698,-0.05080742272338344,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,0.706,-0.04839307119608962,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,0.93,0.052818680793503735,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,0.934,0.05486815038076771,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,1.317,-0.015949964002086873,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,1.321,-0.021243488607599684,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,1.48,-0.3613915493646566,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,1.484,-0.3738020690367163,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,2.33,-10.671858484869306,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,1,2.334,-10.697542273843695,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,2,0.38,1.5400072275280419,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,2,0.51,0.9848735785927126,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,2,0.698,0.6473705772790641,normalized_pysr_backreaction_smoke_null_no_measurement_validation
NORMALIZED_PYSR_H_BRANCH_DERIVATIVE_PILOT_D_BRANCH,2,0.706,0.6395641424864604,normalized_pysr_backreaction_smoke_null_no_measurement_validation
