FamilyID,SampleID,z,Omega_R_plus_3Omega_Q,Source,ClaimBoundary
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.38,0.8258096745663561,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.51,0.8294799419777893,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.698,0.8359848733769258,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.706,0.8362774019296566,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.93,0.8446120576965402,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,0.934,0.8447610315629824,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,1.317,0.8585016758004521,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,1.321,0.8586378435694547,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,1.48,0.8639075067900156,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,1.484,0.8640363791002311,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,2.33,0.8873919324946046,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0,2.334,0.8874854964569683,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_samples.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
