RouteID,BootstrapIndex,z,D,D_prime,D_double_prime,FinitePrediction,ClaimBoundary
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,0.38,1483.1687744473386,2361.168559374885,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,0.51,1790.1206871660472,2361.168559374392,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,0.698,2234.0203763284876,2361.168559374392,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,0.706,2252.909724803485,2361.168559374392,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,0.93,2781.811482103414,2361.168559374392,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,0.934,2791.2561563409126,2361.168559374392,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,1.317,3695.5837145814157,2361.1685593755556,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,1.321,3705.0283888189147,2361.168559374392,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,1.48,4080.454189759489,2361.1685593755556,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,1.484,4089.8988639969875,2361.168559373228,2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,2.33,6087.44746522797,2361.1685593755556,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,5,2.334,6096.892139465468,2361.1685593755556,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,0.38,1474.8544388354019,2422.9822776315464,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,0.51,1789.8421349275316,2422.982277631071,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,0.698,2245.362803122304,2422.982277631071,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,0.706,2264.746661343358,2422.982277632235,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,0.93,2807.494691532874,2422.982277631071,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,0.934,2817.186620643401,2422.982277632235,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,1.317,3745.188832976368,2422.982277632235,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,1.321,3754.8807620868956,2422.982277631071,-2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,1.48,4140.134944230346,2422.9822776333986,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,1.484,4149.826873340873,2422.982277631071,2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,2.33,6199.669880217349,2422.982277631071,2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,6,2.334,6209.3618093278765,2422.982277631071,-2.382050995236729e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,0.38,1542.1441758467324,2203.6246427987676,-5.955127488091822e-06,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,0.51,1828.6153794106403,2203.6246427993933,-5.955127488091822e-06,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,0.698,2242.8968122569067,2203.6246427988117,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,0.706,2260.525809399301,2203.6246427999754,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,0.93,2754.1377293863425,2203.6246427999754,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,0.934,2762.9522279575394,2203.6246427999754,0.0,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,1.317,3606.940466149668,2203.6246427988117,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,1.321,3615.754964720865,2203.6246427988117,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,1.48,3966.131282925952,2203.6246427988117,1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,1.484,3974.9457814971493,2203.6246427988117,-1.1910254976183645e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE_V1,7,2.33,5839.212229305349,2203.624642797648,4.764101990473458e-05,True,d_branch_derivative_regularized_bootstrap_smoke_no_measurement_validation
