CovRow,z_0.38,z_0.51,z_0.698,z_0.706,z_0.93,z_0.934,z_1.317,z_1.321,z_1.48,z_1.484,z_2.33,z_2.334,ClaimBoundary
z_0.38,1.1383179410524675,0.7493266179567857,0.4367762919498625,0.4269938048964427,0.2262200368191741,0.22352046367593167,0.04735958583446669,0.04612112678488346,0.0037144206898162306,0.0028081153297239854,-0.003062538776816996,-0.0030757081207823537,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_0.51,0.7493266179567857,0.49630979294643285,0.29375662170407857,0.287427513905839,0.1578633625067342,0.15612337984328986,0.04269346968420295,0.04189364568146721,0.01436864910956021,0.013775811720174542,-0.0016249728960848313,-0.001632898543324139,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_0.698,0.4367762919498625,0.29375662170407857,0.1803700208769903,0.1768429369185024,0.10513811731344691,0.1041783450576391,0.0417808567400895,0.041337314583242475,0.025867339041318372,0.025527331677302707,-0.00037340748462268055,-0.000376936024381359,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_0.706,0.4269938048964427,0.287427513905839,0.1768429369185024,0.17340394288167715,0.10351925046228042,0.10258402935464206,0.0417927951115853,0.041360459215089865,0.02626919345739096,0.025937113250409833,-0.0003328563556620757,-0.00033624464301917483,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_0.93,0.2262200368191741,0.1578633625067342,0.10513811731344691,0.10351925046228042,0.07127777424753574,0.07085053874227674,0.043306320796661635,0.04310569334153566,0.03583050483702243,0.03566154595755079,0.0005425367030495071,0.0005421090560668361,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_0.934,0.22352046367593167,0.15612337984328986,0.1041783450576391,0.10258402935464206,0.07085053874227674,0.07043015985093884,0.04333477789027515,0.04313727697739247,0.035967463059437224,0.03580070026692917,0.0005545830639385566,0.0005541957514284805,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_1.317,0.04735958583446669,0.04269346968420295,0.0417808567400895,0.0417927951115853,0.043306320796661635,0.04333477789027515,0.04562458968412017,0.045631701718105426,0.045353160424115455,0.04532985318466595,0.001355410466317128,0.0013576833017439006,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_1.321,0.04612112678488346,0.04189364568146721,0.041337314583242475,0.041360459215089865,0.04310569334153566,0.04313727697739247,0.045631701718105426,0.045640240228861394,0.045409842846006465,0.04538754122347394,0.0013607355436748472,0.0013630265011003186,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_1.48,0.0037144206898162306,0.01436864910956021,0.025867339041318372,0.02626919345739096,0.03583050483702243,0.035967463059437224,0.045353160424115455,0.045409842846006465,0.04681021316715596,0.0468221735404192,0.0015253428501533432,0.0015282206062139086,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_1.484,0.0028081153297239854,0.013775811720174542,0.025527331677302707,0.025937113250409833,0.03566154595755079,0.03580070026692917,0.04532985318466595,0.04538754122347394,0.0468221735404192,0.04683486043467697,0.001528271348694579,0.0015311605244507657,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_2.33,-0.003062538776816996,-0.0016249728960848313,-0.00037340748462268055,-0.0003328563556620757,0.0005425367030495071,0.0005545830639385566,0.001355410466317128,0.0013607355436748472,0.0015253428501533432,0.001528271348694579,5.8613348982620386e-05,5.874461648782082e-05,normalized_pysr_backreaction_smoke_null_no_measurement_validation
z_2.334,-0.0030757081207823537,-0.001632898543324139,-0.000376936024381359,-0.00033624464301917483,0.0005421090560668361,0.0005541957514284805,0.0013576833017439006,0.0013630265011003186,0.0015282206062139086,0.0015311605244507657,5.874461648782082e-05,5.887621870384166e-05,normalized_pysr_backreaction_smoke_null_no_measurement_validation
