FamilyID,SampleID,z,Omega_R_plus_3Omega_Q,Source,ClaimBoundary
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,0.38,2.7813622071640127,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,0.51,2.45752403333141,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,0.698,2.1505848690278353,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,0.706,2.1403627041660855,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,0.93,1.906799768117361,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,0.934,1.902528571330503,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,1.317,1.6316358734324632,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,1.321,1.6300521362379539,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,1.48,1.5801106915865233,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,1.484,1.5786256425570704,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,2.33,1.4018283683296429,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
QR_CRITERIA_3_REPRODUCTION_CANDIDATE,0,2.334,1.401222297746078,local_criteria3_reproduction_candidate_D_regularized_H_normalized_200,source_native_reproduction_candidate_no_measurement_validation
