RouteID,BootstrapIndex,SelectedEquation,SelectedSympyExpression,SelectedComplexity,SelectedLoss,SelectedIsConstant,NormalizedCriteria3Score,NormalizedLossRatio,NormalizedComplexityCost,LossConstantBaseline,LowDepthCurvatureMetric,MidHighCurvatureMetric,DerivativeRegularityPenalty,DerivativeRegularizedScore,CurvatureBudget,LambdaRegularization,FinitePrediction,K2KernelChanged,RhoGreaterThan4Allowed,K1Refit,TargetSignGateUsed,AmplitudeFitUsed,MeasurementValidationAllowed,ClaimBoundary
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,0,x0 + -1.7310256,x0 - 1.7310256,3,0.2036151,False,0.437825369646624,0.337825369646624,0.1,0.60272294,6.209087841456025e-09,6.209087841456025e-09,0.0,0.437825369646624,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,1,x0 + -1.8197144,x0 - 1.8197144,3,0.15432753,False,0.4086742842344221,0.3086742842344221,0.1,0.49996886,2.9875984170609974e-09,1.1950393668247573e-08,0.0,0.4086742842344221,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,2,x0 + -1.70053,x0 - 1.70053,3,0.12239178,False,0.4301148569376544,0.33011485693765436,0.1,0.37075514,0.0,0.0,0.0,0.4301148569376544,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,3,(x0 + -1.1497579) * (3.3321562 - x0),(3.3321562 - x0)*(x0 - 1.1497579),7,0.011874805,False,0.316249950873026,0.01624995087302601,0.3,0.73075944,0.6129106336197092,1.2005709478898805,0.0,0.316249950873026,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,4,(x0 + -1.0989878) / 0.46123376,(x0 - 1.0989878)/0.46123376,5,0.022995275,False,0.25959992612237537,0.059599926122375385,0.2,0.38582724,1.399695296271284e-09,5.59878118508814e-09,0.0,0.25959992612237537,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,5,(x0 / 0.5066229) - 2.4201064,x0/0.5066229 - 1*2.4201064,5,0.0141064655,False,0.23304684349104088,0.03304684349104087,0.2,0.42686272,1.2539742921143723e-09,5.015897168458718e-09,0.0,0.23304684349104088,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,6,(x0 - 1.473535) * 2.2439268,(x0 - 1*1.473535)*2.2439268,5,0.033353236,False,0.22759009318094492,0.027590093180944915,0.2,1.2088845,5.385635808999208e-09,5.385635808999208e-09,0.0,0.22759009318094492,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,7,(x0 * 2.2048244) + -2.4976642,x0*2.2048244 - 2.4976642,5,0.019087303,False,0.2433763992228869,0.043376399222886886,0.2,0.4400389,1.2662292399498942e-09,2.5324584798996953e-09,0.0,0.2433763992228869,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,8,(x0 * 2.0094764) - 2.6129525,x0*2.0094764 - 1*2.6129525,5,0.02091569,False,0.23972504678911039,0.03972504678911036,0.2,0.5265114,0.0,2.9523607547211852e-09,0.0,0.23972504678911039,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,9,-2.869302 - (x0 * -2.5857608),-(-2.5857608)*x0 - 2.869302,5,0.019645788,False,0.23221768144329424,0.03221768144329424,0.2,0.6097828,0.0,7.1586445041518335e-09,0.0,0.23221768144329424,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,10,1.1918076 - square(2.3829951 - x0),1.1918076 - (2.3829951 - x0)**2,6,0.06149319,False,0.28171465961295783,0.03171465961295785,0.25,1.9389516,0.5636888844178938,1.0245248243766414,0.0,0.28171465961295783,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,11,-3.7524028 - (x0 * -3.5907304),-(-3.5907304)*x0 - 3.7524028,5,0.036145236,False,0.23687300062573008,0.03687300062573007,0.2,0.98026294,4.744837744077563e-09,4.744837744077989e-09,0.0,0.23687300062573008,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,12,(x0 * 2.010757) - 2.5611725,x0*2.010757 - 1*2.5611725,5,0.013404167,False,0.2258849555129595,0.025884955512959506,0.2,0.5178362,0.0,5.518154928561087e-09,0.0,0.2258849555129595,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,13,(x0 * 2.474319) + -2.8660336,x0*2.474319 - 2.8660336,5,0.01674321,False,0.2255867237392855,0.025586723739285513,0.2,0.654371,0.0,1.035173490857915e-08,0.0,0.2255867237392855,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,14,(x0 * 1.8005126) - 2.2889261,x0*1.8005126 - 1*2.2889261,5,0.013084946,False,0.2340933253721985,0.034093325372198516,0.2,0.38379788,4.03553632207972e-09,5.380715096105823e-09,0.0,0.2340933253721985,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,15,(x0 * 2.4090366) + -2.6252453,x0*2.4090366 - 2.6252453,5,0.017093742,False,0.23511461734873573,0.03511461734873571,0.2,0.48679847,3.7068348087126942e-09,4.942446411617978e-09,0.0,0.23511461734873573,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,16,(x0 - 1.3155726) / 0.48225743,(x0 - 1*1.3155726)/0.48225743,5,0.047562238,False,0.25708663497443285,0.057086634974432844,0.2,0.8331589,1.4409971253789724e-09,0.0,0.0,0.25708663497443285,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,17,(x0 * 2.620024) + -2.7265244,x0*2.620024 - 2.7265244,5,0.009216306,False,0.21550970300308772,0.015509703003087703,0.2,0.5942284,2.2987972051038536e-09,6.896391615312594e-09,0.0,0.21550970300308772,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,18,(x0 * 2.836892) + -3.078428,x0*2.836892 - 3.078428,5,0.02954632,False,0.245063649847672,0.04506364984767199,0.2,0.6556575,5.066755710609638e-09,5.066755710609638e-09,0.0,0.245063649847672,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,19,(x0 * 1.6959075) + -1.9381182,x0*1.6959075 - 1.9381182,5,0.0041042636,False,0.22054078450147205,0.020540784501472044,0.2,0.19981046,1.3994750859163498e-09,5.597900343663869e-09,0.0,0.22054078450147205,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,20,(x0 + -1.107009) * 2.0472043,(x0 - 1.107009)*2.0472043,5,0.013829565,False,0.23913049198733413,0.039130491987334114,0.2,0.3534217,0.0,0.0,0.0,0.23913049198733413,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,21,(x0 - square(x0 + -1.7925165)) - 0.59641546,x0 - (x0 - 1.7925165)**2 - 1*0.59641546,8,0.012809503,False,0.37486072601260245,0.024860726012602488,0.35,0.51525056,0.5940769948791651,1.1300314191281746,0.0,0.37486072601260245,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,22,-0.2403623 - (square((0.96589404 + 1.1636937) - x0) - x0),-(-x0 + (-x0 + 0.96589404 + 1.1636937)**2) - 0.2403623,10,0.074387826,False,0.511907590130648,0.06190759013064806,0.45,1.2015946,0.4947493421783419,0.8170298360532109,0.0,0.511907590130648,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,23,(x0 * 2.2282403) + -2.7049234,x0*2.2282403 - 2.7049234,5,0.024916662,False,0.24595137059286315,0.04595137059286315,0.2,0.5422398,1.260716647263773e-09,5.042866589054901e-09,0.0,0.24595137059286315,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,24,(x0 * 2.6381733) - 3.3228033,x0*2.6381733 - 1*3.3228033,5,0.05746057,False,0.24954511380173838,0.049545113801738386,0.2,1.1597626,5.059710801593255e-09,7.589566202392383e-09,0.0,0.24954511380173838,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,25,(x0 * 2.192337) + -2.2796478,x0*2.192337 - 2.2796478,5,0.014942839,False,0.24791109480035098,0.04791109480035097,0.2,0.31188682,0.0,5.10039083829649e-09,0.0,0.24791109480035098,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,26,(x0 * 2.041027) - 2.7857285,x0*2.041027 - 1*2.7857285,5,0.025559362,False,0.23821645797856505,0.03821645797856505,0.2,0.6688051,1.4748179142047655e-09,0.0,0.0,0.23821645797856505,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,27,(x0 * 2.09545) + -2.2976437,x0*2.09545 - 2.2976437,5,0.008599597,False,0.22312283646822884,0.023122836468228835,0.2,0.37190926,0.0,2.514948137315183e-09,0.0,0.22312283646822884,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,28,(x0 * 2.5825849) + -3.013085,x0*2.5825849 - 3.013085,5,0.024358269,False,0.23158113105953343,0.031581131059533425,0.2,0.77129185,1.2102855745845444e-09,4.841142298337947e-09,0.0,0.23158113105953343,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200_V1,29,(x0 * 2.5640662) - 2.4473171,x0*2.5640662 - 1*2.4473171,5,0.00868957,False,0.2259377869453703,0.02593778694537029,0.2,0.33501586,1.1859943277809571e-09,7.115965966685194e-09,0.0,0.2259377869453703,1.0,1.0,True,False,False,False,False,False,False,d_branch_derivative_regularized_bootstrap_200_no_measurement_validation
