RouteID,BootstrapIndex,z,H_D_proxy,H_D_prime_proxy,H_D_double_prime_proxy,FinitePrediction,ClaimBoundary
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,0.38,0.04611871683587694,0.026462981814136165,3.634721367243544e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,0.51,0.049558904471712885,0.026462981814125926,1.817360683621772e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,0.698,0.054533945052767936,0.026462981814125926,1.817360683621772e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,0.706,0.05474564890728092,0.026462981814125926,1.817360683621772e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,0.93,0.06067335683364439,0.026462981814125926,1.817360683621772e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,0.934,0.06077920876090088,0.026462981814125926,1.817360683621772e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,1.317,0.07091453079570983,0.026462981814143683,3.634721367243544e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,1.321,0.07102038272296633,0.026462981814108173,0.0,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,1.48,0.07522799683141183,0.026462981814108173,0.0,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,1.484,0.07533384875866832,0.026462981814108173,0.0,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,2.33,0.09772153137341606,0.026462981814108173,0.0,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,0,2.334,0.09782738330067256,0.026462981814143683,-3.634721367243544e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,1,0.38,0.04643784890010577,0.029983015286022135,3.634721367243544e-10,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE_V1,1,0.51,0.05033564088728559,0.029983015285995143,0.0,True,source_native_normalized_criteria3_bootstrap_smoke_no_measurement_validation
