complexity,loss,equation,score,sympy_format,lambda_format,criteria3_penalty,criteria3_score,IsConstant,FinitePrediction,WeightedMSEOriginal,RMSEOriginal,MeanAbsResidualOverSigma,PredictionStd,SympyExpression,ClaimBoundary,SelectionRole
1,0.7890149,-0.23905218,0.0,-0.239052180000000,PySRFunction(X=>-0.239052180000000),1.0,1.7890149,True,True,245.7639199705603,0.02606391630365875,12.884630913344237,0.0,-0.239052180000000,pysr_criteria3_structured_smoke_no_measurement_validation,STRICT_CRITERIA3_LOSS_PLUS_COMPLEXITY
14,0.0026790514,((x0 + 0.10858442) + (-0.058773473 / x0)) * log((x0 * 1.0989125) + -0.3808641),0.030012657243860184,(x0 + 0.10858442 - 0.058773473/x0)*log(1.0989125*x0 - 0.3808641),PySRFunction(X=>(x0 + 0.10858442 - 0.058773473/x0)*log(1.0989125*x0 - 0.3808641)),1.0,14.0026790514,False,True,0.7715048225994042,0.0015730821674355038,0.7631156493624303,0.02538316783068688,(x0 + 0.10858442 - 0.058773473/x0)*log(1.0989125*x0 - 0.3808641),pysr_criteria3_structured_smoke_no_measurement_validation,BEST_NONCONSTANT_DIAGNOSTIC_NOT_A_LOCKED_SELECTION
