z,Omega_R_plus_3Omega_Q,OmegaSigma,OmegaP16,OmegaP84,SourceVector,SourceCovariance,ReconstructionStatus,AllowedForMeasurementValidation,ClaimBoundary
0.51,1.3279504899504788,1.2343750212843232,0.1141178452804437,2.5886320567994936,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_vector.csv,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_covariance.csv,provisional_bao_only_not_source_native_symbolic_regression,False,provisional_backreaction_reconstruction_no_measurement_validation
0.706,1.116657644908136,1.0037480580293903,0.14253507677819785,2.13571565474209,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_vector.csv,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_covariance.csv,provisional_bao_only_not_source_native_symbolic_regression,False,provisional_backreaction_reconstruction_no_measurement_validation
0.934,0.8307825181805295,0.7207267402025571,0.13463329961689124,1.5582312795440465,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_vector.csv,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_covariance.csv,provisional_bao_only_not_source_native_symbolic_regression,False,provisional_backreaction_reconstruction_no_measurement_validation
1.321,0.21643565437559728,0.19497445382800183,0.026441977249968367,0.41295261785023196,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_vector.csv,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_covariance.csv,provisional_bao_only_not_source_native_symbolic_regression,False,provisional_backreaction_reconstruction_no_measurement_validation
1.484,-0.10263489323408609,0.2868319199137421,-0.38204600304798003,0.1803642910125887,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_vector.csv,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_covariance.csv,provisional_bao_only_not_source_native_symbolic_regression,False,provisional_backreaction_reconstruction_no_measurement_validation
2.33,-2.742101178416072,3.1529001708515727,-5.956145144383143,0.29549221431030737,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_vector.csv,data/physical_nulls/backreaction_reproduction/provisional_bao_backreaction_reconstruction_covariance.csv,provisional_bao_only_not_source_native_symbolic_regression,False,provisional_backreaction_reconstruction_no_measurement_validation
