RouteID,BootstrapIndex,z,D,D_prime,D_double_prime,FinitePrediction,ClaimBoundary
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,0.38,1505.2883637060675,2277.6451401423437,5.955127488091822e-06,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,0.51,1801.3822319244746,2277.6451401412455,0.0,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,0.698,2229.5795182710935,2277.6451401424088,1.1910254976183645e-05,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,0.706,2247.800679392227,2277.6451401412455,0.0,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,0.93,2757.9931907839436,2277.6451401412455,0.0,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,0.934,2767.10377134451,2277.6451401424088,1.1910254976183645e-05,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,1.317,3639.4418600187396,2277.6451401412455,0.0,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,1.321,3648.5524405793058,2277.6451401424088,1.1910254976183645e-05,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,1.48,4010.698017861819,2277.6451401424088,1.1910254976183645e-05,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,1.484,4019.8085984223853,2277.6451401424088,1.1910254976183645e-05,True,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
