RouteID,BootstrapIndex,SelectedEquation,SelectedSympyExpression,SelectedComplexity,SelectedLoss,SelectedIsConstant,NormalizedCriteria3Score,NormalizedLossRatio,NormalizedComplexityCost,LossConstantBaseline,FinitePrediction,K2KernelChanged,RhoGreaterThan4Allowed,K1Refit,TargetSignGateUsed,AmplitudeFitUsed,MeasurementValidationAllowed,ClaimBoundary
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,0,(x0 + -1.1769763) / 0.45528457,(x0 - 1.1769763)/0.45528457,5,0.023772456,False,0.248874105867934,0.048874105867933976,0.2,0.48640186,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,1,(x0 + -1.1424432) / 0.53030914,(x0 - 1.1424432)/0.53030914,5,0.012476741,False,0.24650991687908513,0.04650991687908512,0.2,0.2682598,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,2,(-1.2805343 / x0) + x0,x0 - 1.2805343/x0,5,0.029387584,False,0.2363163902806236,0.03631639028062359,0.2,0.80920994,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,3,x0 - (1.2010607 / x0),x0 - 1.2010607/x0,5,0.036571525,False,0.24548268900552525,0.04548268900552523,0.2,0.8040757,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,4,(x0 * 2.2980082) - 2.6176252,x0*2.2980082 - 1*2.6176252,5,0.016574325,False,0.2351124633920449,0.03511246339204489,0.2,0.47203538,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,5,x0 - (1.3606923 / x0),x0 - 1.3606923/x0,5,0.023203827,False,0.21858691679248815,0.01858691679248815,0.2,1.2483957,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,6,x0 + (-1.2228597 / x0),x0 - 1.2228597/x0,5,0.04108868,False,0.25291513962498974,0.052915139624989734,0.2,0.7765014,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,7,(x0 * 1.9895654) - 2.304913,x0*1.9895654 - 1*2.304913,5,0.012658309,False,0.23352159041737042,0.03352159041737042,0.2,0.3776166,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,8,(-1.3007854 / x0) + x0,x0 - 1.3007854/x0,5,0.03770323,False,0.24829722914480135,0.048297229144801335,0.2,0.78064996,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,9,x0 + (-1.3737333 / x0),x0 - 1.3737333/x0,5,0.053634465,False,0.24021814295381005,0.04021814295381005,0.2,1.3335888,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,10,(-1.685095 / x0) + x0,x0 - 1.685095/x0,5,0.04738384,False,0.2347552363894363,0.03475523638943629,0.2,1.3633583,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_BOOTSTRAP_SMOKE_V1,11,(x0 * 2.3524554) - 3.0105584,x0*2.3524554 - 1*3.0105584,5,0.031852998,False,0.2437165027234808,0.043716502723480787,0.2,0.7286264,True,False,False,False,False,False,False,source_native_normalized_criteria3_d_branch_bootstrap_smoke_no_measurement_validation
